year,price,engine_size,mileage,Diesel,Hybrid,otherFuel,Petrol,Automatic,Manual,otherTransmission,Semi-Auto
2019,36999,145.0,44.1,0,0,0,1,1,0,0,0
2019,30500,145.0,44.8,0,0,0,1,1,0,0,0
2018,21160,145.0,61.4,1,0,0,0,0,0,0,1
2019,26789,145.0,45.6,0,0,0,1,0,0,0,1
2014,20495,20.0,64.2,1,0,0,0,1,0,0,0
2016,29995,260.0,35.3,0,0,0,1,0,0,0,1
2017,16495,30.0,64.2,1,0,0,0,0,0,0,1
2017,16995,145.0,64.2,1,0,0,0,0,0,0,1
2019,39995,145.0,28.5,0,0,0,1,0,0,0,1
2020,44995,145.0,42.2,0,0,0,1,0,0,0,1
2017,23995,150.0,58.9,1,0,0,0,1,0,0,0
2015,12999,125.0,53.3,0,0,0,1,0,1,0,0
2014,13390,125.0,52.3,0,0,0,1,0,0,0,1
2017,18299,145.0,50.4,0,0,0,1,0,0,0,1
2014,11000,145.0,56.5,1,0,0,0,0,0,0,1
2015,16617,30.0,64.2,1,0,0,0,1,0,0,0
2018,22201,145.0,67.3,1,0,0,0,0,0,0,1
2016,16999,125.0,51.4,0,0,0,1,1,0,0,0
2018,23299,145.0,67.3,1,0,0,0,0,0,0,1
2019,31499,145.0,61.4,1,0,0,0,1,0,0,0
2019,29950,145.0,64.2,1,0,0,0,1,0,0,0
2019,31799,145.0,46.3,0,0,0,1,1,0,0,0
2014,15990,125.0,60.1,1,0,0,0,1,0,0,0
2018,18999,145.0,50.4,0,0,0,1,1,0,0,0
2018,22595,145.0,67.3,1,0,0,0,0,0,0,1
2014,10290,145.0,53.3,1,0,0,0,0,0,0,1
2015,10700,145.0,53.3,1,0,0,0,0,0,0,1
2018,23890,145.0,64.2,1,0,0,0,0,0,0,1
2017,18481,145.0,61.4,1,0,0,0,1,0,0,0
2013,8751,150.0,53.3,1,0,0,0,0,0,0,1
2015,11500,125.0,53.3,0,0,0,1,0,1,0,0
2017,23999,200.0,40.9,0,0,0,1,1,0,0,0
2019,26999,145.0,61.4,1,0,0,0,0,0,0,1
2015,14999,20.0,68.9,1,0,0,0,0,1,0,0
2017,33499,145.0,35.3,0,0,0,1,0,0,0,1
2017,19999,145.0,64.2,1,0,0,0,0,0,0,1
2017,20799,160.0,44.1,0,0,0,1,1,0,0,0
2019,31999,145.0,51.4,1,0,0,0,1,0,0,0
2019,31995,145.0,64.2,1,0,0,0,1,0,0,0
2019,28880,145.0,57.7,1,0,0,0,1,0,0,0
2017,15450,20.0,65.7,1,0,0,0,0,0,0,1
2019,19995,145.0,46.3,0,0,0,1,1,0,0,0
2019,31799,145.0,42.2,0,0,0,1,0,0,0,1
2019,23295,145.0,61.4,1,0,0,0,0,0,0,1
2017,18358,125.0,58.9,1,0,0,0,1,0,0,0
2019,31009,145.0,51.4,1,0,0,0,1,0,0,0
2019,29903,145.0,61.4,1,0,0,0,1,0,0,0
2019,22995,145.0,46.3,0,0,0,1,0,0,0,1
2019,30845,145.0,64.2,1,0,0,0,1,0,0,0
2019,46755,145.0,29.7,0,0,0,1,1,0,0,0
2019,30675,145.0,64.2,1,0,0,0,1,0,0,0
2016,16215,20.0,64.2,1,0,0,0,0,0,0,1
2019,19394,145.0,46.3,0,0,0,1,0,0,0,1
2016,21995,150.0,49.6,0,0,0,1,0,0,0,1
2017,19545,30.0,61.4,1,0,0,0,0,0,0,1
2017,18750,150.0,65.7,1,0,0,0,0,0,0,1
2017,20995,125.0,58.9,1,0,0,0,0,0,0,1
2015,16995,20.0,68.9,1,0,0,0,0,1,0,0
2017,23890,145.0,42.2,0,0,0,1,0,0,0,1
2016,18249,30.0,64.2,1,0,0,0,1,0,0,0
2017,22479,145.0,67.3,1,0,0,0,0,0,0,1
2019,23825,145.0,44.1,0,0,0,1,1,0,0,0
2017,17973,0.0,74.3,0,1,0,0,0,0,0,1
2016,16991,20.0,64.2,1,0,0,0,0,0,0,1
2019,38596,145.0,30.4,0,0,0,1,0,0,0,1
2019,28382,145.0,64.2,1,0,0,0,1,0,0,0
2019,24626,145.0,58.9,1,0,0,0,1,0,0,0
2019,28896,145.0,61.4,1,0,0,0,1,0,0,0
2018,23500,145.0,44.1,0,0,0,1,1,0,0,0
2019,26995,145.0,45.6,0,0,0,1,1,0,0,0
2018,21500,145.0,60.1,1,0,0,0,1,0,0,0
2018,24750,145.0,46.3,0,0,0,1,1,0,0,0
2019,31650,145.0,44.1,0,0,0,1,1,0,0,0
2017,17750,20.0,65.7,1,0,0,0,1,0,0,0
2016,19995,145.0,49.6,0,0,0,1,0,0,0,1
2019,26500,145.0,45.6,0,0,0,1,1,0,0,0
2017,31692,145.0,35.3,0,0,0,1,1,0,0,0
2016,22999,20.0,67.3,1,0,0,0,0,0,0,1
2018,26995,145.0,56.5,1,0,0,0,0,0,0,1
2017,22995,145.0,65.7,1,0,0,0,1,0,0,0
2017,23995,145.0,42.2,0,0,0,1,1,0,0,0
2017,20495,125.0,60.1,1,0,0,0,0,0,0,1
2016,16495,30.0,65.7,1,0,0,0,0,0,0,1
2017,20495,125.0,51.4,0,0,0,1,0,0,0,1
2019,31276,145.0,44.1,0,0,0,1,1,0,0,0
2018,27832,145.0,57.7,1,0,0,0,1,0,0,0
2017,16202,145.0,64.2,1,0,0,0,1,0,0,0
2017,16442,145.0,64.2,1,0,0,0,1,0,0,0
2019,31650,145.0,44.1,0,0,0,1,1,0,0,0
2016,21750,125.0,51.4,0,0,0,1,1,0,0,0
2013,8991,30.0,64.2,1,0,0,0,0,0,0,1
2017,16491,150.0,64.2,1,0,0,0,0,0,0,1
2019,25695,145.0,46.3,0,0,0,1,0,0,0,1
2020,29999,145.0,53.3,1,0,0,0,0,0,0,1
2018,26690,145.0,57.7,1,0,0,0,1,0,0,0
2019,25990,145.0,58.9,1,0,0,0,1,0,0,0
2015,15849,30.0,64.2,1,0,0,0,0,0,0,1
2016,17999,125.0,51.4,0,0,0,1,0,0,0,1
2018,19998,145.0,41.5,0,0,0,1,0,0,0,1
2015,15990,30.0,64.2,1,0,0,0,1,0,0,0
2018,21960,145.0,64.2,1,0,0,0,0,0,0,1
2016,16960,20.0,64.2,1,0,0,0,1,0,0,0
2015,17441,125.0,60.1,1,0,0,0,0,0,0,1
2017,31741,145.0,35.3,0,0,0,1,0,0,0,1
2013,9991,165.0,44.1,0,0,0,1,0,0,0,1
2019,25122,145.0,61.4,1,0,0,0,0,0,0,1
2017,19762,145.0,61.4,1,0,0,0,1,0,0,0
2018,23456,145.0,65.7,1,0,0,0,1,0,0,0
2019,67940,145.0,28.0,0,0,0,1,1,0,0,0
2017,27526,260.0,36.2,0,0,0,1,1,0,0,0
2015,16122,30.0,64.2,1,0,0,0,0,0,0,1
2019,41870,145.0,54.3,1,0,0,0,1,0,0,0
2016,22991,125.0,51.4,0,0,0,1,0,0,0,1
2017,28672,145.0,36.2,0,0,0,1,1,0,0,0
2015,12980,20.0,65.7,1,0,0,0,0,0,0,1
2017,20990,145.0,58.9,1,0,0,0,0,0,0,1
2018,23990,145.0,61.4,1,0,0,0,1,0,0,0
2019,23990,145.0,46.3,0,0,0,1,1,0,0,0
2019,23990,145.0,46.3,0,0,0,1,1,0,0,0
2019,23290,145.0,44.1,0,0,0,1,1,0,0,0
2018,23990,145.0,46.3,0,0,0,1,1,0,0,0
2019,28990,145.0,54.3,1,0,0,0,0,0,0,1
2018,27990,145.0,57.7,1,0,0,0,1,0,0,0
2019,26990,145.0,56.5,1,0,0,0,0,0,0,1
2018,25990,145.0,45.6,0,0,0,1,1,0,0,0
2019,29990,145.0,57.7,1,0,0,0,1,0,0,0
2016,17990,30.0,64.2,1,0,0,0,0,0,0,1
2017,17990,145.0,50.4,0,0,0,1,0,0,0,1
2017,23290,145.0,58.9,1,0,0,0,1,0,0,0
2017,22290,30.0,65.7,1,0,0,0,1,0,0,0
2013,9991,160.0,46.3,0,0,0,1,0,1,0,0
2016,17991,160.0,44.8,0,0,0,1,1,0,0,0
2018,22032,145.0,46.3,0,0,0,1,1,0,0,0
2018,28342,145.0,44.1,0,0,0,1,0,0,0,1
2018,28752,145.0,57.7,1,0,0,0,0,0,0,1
2019,23995,145.0,46.3,0,0,0,1,1,0,0,0
2017,18299,145.0,50.4,0,0,0,1,0,0,0,1
2019,25499,145.0,46.3,0,0,0,1,0,0,0,1
2019,29999,145.0,57.7,1,0,0,0,1,0,0,0
2019,26999,145.0,58.9,1,0,0,0,0,0,0,1
2019,30499,145.0,54.3,1,0,0,0,0,0,0,1
2019,25799,145.0,64.2,1,0,0,0,1,0,0,0
2017,18999,145.0,50.4,0,0,0,1,0,0,0,1
2019,31299,145.0,64.2,1,0,0,0,0,0,0,1
2019,25390,145.0,44.1,0,0,0,1,0,0,0,1
2019,24290,145.0,42.2,0,0,0,1,0,0,0,1
2019,35991,145.0,30.4,0,0,0,1,1,0,0,0
2019,35791,145.0,64.2,1,0,0,0,1,0,0,0
2018,26492,145.0,65.7,1,0,0,0,0,0,0,1
2020,33991,145.0,64.2,1,0,0,0,0,0,0,1
2020,40991,145.0,55.4,1,0,0,0,0,0,0,1
2020,34991,145.0,43.5,0,0,0,1,0,0,0,1
2015,18736,125.0,51.4,0,0,0,1,0,0,0,1
2019,30492,145.0,44.1,0,0,0,1,1,0,0,0
2019,27616,145.0,44.1,0,0,0,1,1,0,0,0
2016,14441,125.0,53.3,0,0,0,1,0,0,0,1
2019,26396,145.0,45.6,0,0,0,1,1,0,0,0
2016,21502,30.0,64.2,1,0,0,0,0,0,0,1
2016,25932,160.0,43.5,0,0,0,1,0,0,0,1
2017,32552,145.0,35.8,0,0,0,1,0,0,0,1
2019,31499,145.0,57.7,1,0,0,0,1,0,0,0
2019,21749,145.0,44.1,0,0,0,1,1,0,0,0
2019,28995,145.0,61.4,1,0,0,0,1,0,0,0
2018,19995,145.0,65.7,1,0,0,0,1,0,0,0
2019,36995,145.0,44.1,0,0,0,1,1,0,0,0
2019,37250,145.0,61.4,1,0,0,0,1,0,0,0
2016,16750,30.0,64.2,1,0,0,0,1,0,0,0
2018,23995,2.0,14876.0,0,0,0,1,1,0,0,0
2017,20490,20.0,67.3,1,0,0,0,0,0,0,1
2019,48990,145.0,29.1,0,0,0,1,0,0,0,1
2019,32490,145.0,51.4,1,0,0,0,1,0,0,0
2020,33990,145.0,57.7,1,0,0,0,0,0,0,1
2019,28990,145.0,44.1,0,0,0,1,1,0,0,0
2019,46390,145.0,29.7,0,0,0,1,1,0,0,0
2019,37990,145.0,54.3,1,0,0,0,1,0,0,0
2019,31990,145.0,64.2,1,0,0,0,1,0,0,0
2016,17590,125.0,50.4,0,0,0,1,1,0,0,0
2016,17750,30.0,64.2,1,0,0,0,0,0,0,1
2017,16860,30.0,64.2,1,0,0,0,0,0,0,1
2015,13100,20.0,64.2,1,0,0,0,1,0,0,0
2016,19000,0.0,134.5,0,1,0,0,0,0,0,1
2017,23000,145.0,47.1,0,0,0,1,0,0,0,1
2018,19995,150.0,60.1,1,0,0,0,0,0,0,1
2017,19000,145.0,64.2,1,0,0,0,0,0,0,1
2016,18790,0.0,134.5,0,1,0,0,0,0,0,1
2018,18700,145.0,60.1,1,0,0,0,1,0,0,0
2019,31999,145.0,64.2,1,0,0,0,1,0,0,0
2019,30999,145.0,46.3,0,0,0,1,1,0,0,0
2019,32495,145.0,51.4,1,0,0,0,1,0,0,0
2019,32499,145.0,55.4,1,0,0,0,1,0,0,0
2019,38999,145.0,30.4,0,0,0,1,1,0,0,0
2019,28799,145.0,44.8,0,0,0,1,1,0,0,0
2017,22995,145.0,67.3,1,0,0,0,0,0,0,1
2019,24999,145.0,47.1,0,0,0,1,0,0,0,1
2019,24999,145.0,45.6,0,0,0,1,1,0,0,0
2017,23295,125.0,58.9,1,0,0,0,1,0,0,0
2019,31995,145.0,57.7,1,0,0,0,0,0,0,1
2019,28999,145.0,56.5,1,0,0,0,0,0,0,1
2016,21133,30.0,65.7,1,0,0,0,0,0,0,1
2019,31990,145.0,46.3,0,0,0,1,1,0,0,0
2019,34790,145.0,61.4,1,0,0,0,1,0,0,0
2019,23499,145.0,44.1,0,0,0,1,1,0,0,0
2018,27991,150.0,65.7,1,0,0,0,0,0,0,1
2019,36791,145.0,64.2,1,0,0,0,1,0,0,0
2019,33790,145.0,47.1,0,0,0,1,1,0,0,0
2019,39790,145.0,61.4,1,0,0,0,1,0,0,0
2019,36791,145.0,46.3,0,0,0,1,1,0,0,0
2016,21991,125.0,60.1,1,0,0,0,0,0,0,1
2019,23410,145.0,44.1,0,0,0,1,0,0,0,1
2019,23250,145.0,44.1,0,0,0,1,0,0,0,1
2020,39991,145.0,55.4,1,0,0,0,0,0,0,1
2017,22052,30.0,64.2,1,0,0,0,1,0,0,0
2017,22495,145.0,61.4,1,0,0,0,0,0,0,1
2019,25995,145.0,60.1,1,0,0,0,0,0,0,1
2019,23900,145.0,44.1,0,0,0,1,0,0,0,1
2019,29900,145.0,44.1,0,0,0,1,0,0,0,1
2019,39400,145.0,30.4,0,0,0,1,0,0,0,1
2019,27400,145.0,56.5,1,0,0,0,0,0,0,1
2019,32900,145.0,44.1,0,0,0,1,0,0,0,1
2020,34900,145.0,44.1,0,0,0,1,0,0,0,1
2016,15900,20.0,70.6,1,0,0,0,0,1,0,0
2018,20690,145.0,48.7,0,0,0,1,0,0,0,1
2019,29775,145.0,56.5,1,0,0,0,0,0,0,1
2019,22956,145.0,58.9,1,0,0,0,1,0,0,0
2019,27992,145.0,55.4,1,0,0,0,0,0,0,1
2019,25316,145.0,44.1,0,0,0,1,0,0,0,1
2019,27086,145.0,54.3,1,0,0,0,0,0,0,1
2019,27776,145.0,61.4,1,0,0,0,0,0,0,1
2017,18491,145.0,50.4,0,0,0,1,0,0,0,1
2019,30181,145.0,55.4,1,0,0,0,1,0,0,0
2018,23480,145.0,40.4,0,0,0,1,1,0,0,0
2019,22678,145.0,61.4,1,0,0,0,1,0,0,0
2019,29480,145.0,44.1,0,0,0,1,0,0,0,1
2018,24546,145.0,58.9,1,0,0,0,1,0,0,0
2019,24295,145.0,45.6,0,0,0,1,1,0,0,0
2017,19995,125.0,61.4,1,0,0,0,0,0,0,1
2017,22995,150.0,67.3,1,0,0,0,0,0,0,1
2019,26076,145.0,61.4,1,0,0,0,0,0,0,1
2018,27872,145.0,57.7,1,0,0,0,0,0,0,1
2018,21342,145.0,44.1,0,0,0,1,0,0,0,1
2019,25980,145.0,64.2,1,0,0,0,0,0,0,1
2019,26280,145.0,51.4,1,0,0,0,0,0,0,1
2019,26795,145.0,55.4,1,0,0,0,0,0,0,1
2020,33995,145.0,64.2,1,0,0,0,0,0,0,1
2019,25400,145.0,45.6,0,0,0,1,0,0,0,1
2019,22900,145.0,46.3,0,0,0,1,0,0,0,1
2020,33400,145.0,64.2,1,0,0,0,0,0,0,1
2019,28900,145.0,43.5,0,0,0,1,0,0,0,1
2018,22900,145.0,60.1,1,0,0,0,0,0,0,1
2019,29995,150.0,42.2,0,0,0,1,0,0,0,1
2019,30910,145.0,55.4,1,0,0,0,0,0,0,1
2017,20991,2.1,74.3,0,1,0,0,0,0,0,1
2017,24132,145.0,58.9,1,0,0,0,0,0,0,1
2019,36991,145.0,64.2,1,0,0,0,1,0,0,0
2019,28706,145.0,60.1,1,0,0,0,0,0,0,1
2017,25402,145.0,42.2,0,0,0,1,0,0,0,1
2015,22402,20.0,67.3,1,0,0,0,0,0,0,1
2017,23952,145.0,58.9,1,0,0,0,1,0,0,0
2016,17443,125.0,60.1,1,0,0,0,0,0,0,1
2018,18700,145.0,60.1,1,0,0,0,0,0,0,1
2019,25446,145.0,47.1,0,0,0,1,1,0,0,0
2019,22444,145.0,45.6,0,0,0,1,1,0,0,0
2016,31342,260.0,35.3,0,0,0,1,1,0,0,0
2017,23056,145.0,65.7,1,0,0,0,1,0,0,0
2015,16732,30.0,64.2,1,0,0,0,1,0,0,0
2018,22805,145.0,67.3,1,0,0,0,1,0,0,0
2017,21700,145.0,60.1,1,0,0,0,0,0,0,1
2016,30480,300.0,34.5,0,0,0,1,0,0,0,1
2020,47980,145.0,29.7,0,0,0,1,0,0,0,1
2018,22498,145.0,60.1,1,0,0,0,0,0,0,1
2016,16452,30.0,61.4,1,0,0,0,0,0,0,1
2018,23781,145.0,47.1,0,0,0,1,0,0,0,1
2015,19995,30.0,62.8,1,0,0,0,0,0,0,1
2018,34995,150.0,35.3,0,0,0,1,0,0,0,1
2017,43082,325.0,31.7,0,0,0,1,1,0,0,0
2017,19000,145.0,64.2,1,0,0,0,0,0,0,1
2014,12900,160.0,44.8,0,0,0,1,0,0,0,1
2017,21998,145.0,61.4,1,0,0,0,0,0,0,1
2019,26998,145.0,56.5,1,0,0,0,0,0,0,1
2014,14498,20.0,64.2,1,0,0,0,0,0,0,1
2015,17998,30.0,64.2,1,0,0,0,0,0,0,1
2017,18298,145.0,64.2,1,0,0,0,0,0,0,1
2016,19998,0.0,134.5,0,1,0,0,0,0,0,1
2018,16498,150.0,64.2,1,0,0,0,0,0,0,1
2017,37946,300.0,32.8,0,0,0,1,1,0,0,0
2016,13412,125.0,53.3,0,0,0,1,0,0,0,1
2017,22597,145.0,65.7,1,0,0,0,0,0,0,1
2015,16270,145.0,49.6,0,0,0,1,1,0,0,0
2017,22162,20.0,67.3,1,0,0,0,0,0,0,1
2017,17681,145.0,51.4,0,0,0,1,0,0,0,1
2017,33322,300.0,34.5,0,0,0,1,0,0,0,1
2019,26356,145.0,61.4,1,0,0,0,0,0,0,1
2014,14990,125.0,60.1,1,0,0,0,0,0,0,1
2015,14490,20.0,64.2,1,0,0,0,0,0,0,1
2016,13680,20.0,70.6,1,0,0,0,0,1,0,0
2019,23490,145.0,61.4,1,0,0,0,0,0,0,1
2017,20990,150.0,61.4,1,0,0,0,0,0,0,1
2018,20490,150.0,49.6,0,0,0,1,0,0,0,1
2017,18990,30.0,64.2,1,0,0,0,0,0,0,1
2019,24490,150.0,64.2,1,0,0,0,0,0,0,1
2016,20990,150.0,49.6,0,0,0,1,0,0,0,1
2019,31890,145.0,44.1,0,0,0,1,1,0,0,0
2019,29890,145.0,54.3,1,0,0,0,1,0,0,0
2019,33490,145.0,55.4,1,0,0,0,0,0,0,1
2016,24950,20.0,67.3,1,0,0,0,0,0,0,1
2017,23450,125.0,61.4,1,0,0,0,1,0,0,0
2016,19440,0.0,134.5,0,1,0,0,0,0,0,1
2017,19945,145.0,64.2,1,0,0,0,0,0,0,1
2019,34255,145.0,44.1,0,0,0,1,0,0,0,1
2019,26750,145.0,44.1,0,0,0,1,1,0,0,0
2019,29450,145.0,61.4,1,0,0,0,1,0,0,0
2016,11525,125.0,53.3,0,0,0,1,0,1,0,0
2019,23254,145.0,61.4,1,0,0,0,1,0,0,0
2017,20495,145.0,48.7,0,0,0,1,1,0,0,0
2015,17435,125.0,60.1,1,0,0,0,1,0,0,0
2016,23060,125.0,61.4,1,0,0,0,0,0,0,1
2016,18498,0.0,134.5,0,1,0,0,0,0,0,1
2016,14998,0.0,78.5,0,1,0,0,0,0,0,1
2016,15495,0.0,134.5,0,1,0,0,1,0,0,0
2013,11900,160.0,44.8,0,0,0,1,0,0,0,1
2019,44000,145.0,29.7,0,0,0,1,0,0,0,1
2019,30500,145.0,61.4,1,0,0,0,0,0,0,1
2016,17450,30.0,64.2,1,0,0,0,0,0,0,1
2016,10749,20.0,65.7,1,0,0,0,0,1,0,0
2015,13999,20.0,68.9,1,0,0,0,0,1,0,0
2019,28480,145.0,54.3,1,0,0,0,0,0,0,1
2019,28480,145.0,46.3,0,0,0,1,0,0,0,1
2019,29480,145.0,47.1,0,0,0,1,0,0,0,1
2019,26480,145.0,61.4,1,0,0,0,0,0,0,1
2019,25980,145.0,47.1,0,0,0,1,0,0,0,1
2019,26980,145.0,61.4,1,0,0,0,0,0,0,1
2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
2018,19980,145.0,61.4,1,0,0,0,0,0,0,1
2019,27980,145.0,60.1,1,0,0,0,0,0,0,1
2018,24600,145.0,61.4,1,0,0,0,0,0,0,1
2019,23480,145.0,61.4,1,0,0,0,0,0,0,1
2016,16690,30.0,65.7,1,0,0,0,0,0,0,1
2019,23799,145.0,45.6,0,0,0,1,1,0,0,0
2018,21299,150.0,60.1,1,0,0,0,0,0,0,1
2017,19795,30.0,64.2,1,0,0,0,0,0,0,1
2017,19995,145.0,48.7,0,0,0,1,0,0,0,1
2016,15429,30.0,65.7,1,0,0,0,0,0,0,1
2019,29495,145.0,64.2,1,0,0,0,1,0,0,0
2016,21995,30.0,64.2,1,0,0,0,0,0,0,1
2019,26995,145.0,64.2,1,0,0,0,0,0,0,1
2014,16999,30.0,64.2,1,0,0,0,0,0,0,1
2015,18799,30.0,64.2,1,0,0,0,0,0,0,1
2014,13490,30.0,64.2,1,0,0,0,0,0,0,1
2013,9990,145.0,56.5,1,0,0,0,0,0,0,1
2017,18490,150.0,61.4,1,0,0,0,0,0,0,1
2013,9990,145.0,56.5,1,0,0,0,0,0,0,1
2014,13490,30.0,64.2,1,0,0,0,0,0,0,1
2019,40000,145.0,30.4,0,0,0,1,0,0,0,1
2019,29980,145.0,47.1,0,0,0,1,0,0,0,1
2019,24680,145.0,45.6,0,0,0,1,0,0,0,1
2019,20980,145.0,61.4,1,0,0,0,0,0,0,1
2019,27000,145.0,44.1,0,0,0,1,0,0,0,1
2019,22980,145.0,44.1,0,0,0,1,0,0,0,1
2018,33980,145.0,35.3,0,0,0,1,0,0,0,1
2017,14690,30.0,65.7,1,0,0,0,0,1,0,0
2019,29496,145.0,54.3,1,0,0,0,1,0,0,0
2019,23995,145.0,45.6,0,0,0,1,0,0,0,1
2019,25799,145.0,47.1,0,0,0,1,1,0,0,0
2019,30899,145.0,46.3,0,0,0,1,1,0,0,0
2019,28499,145.0,47.1,0,0,0,1,1,0,0,0
2019,29499,145.0,51.4,1,0,0,0,1,0,0,0
2019,30799,145.0,46.3,0,0,0,1,1,0,0,0
2019,31999,145.0,51.4,1,0,0,0,1,0,0,0
2019,26599,145.0,60.1,1,0,0,0,1,0,0,0
2019,31999,145.0,42.2,0,0,0,1,0,0,0,1
2019,28299,145.0,44.1,0,0,0,1,1,0,0,0
2019,28000,145.0,53.3,1,0,0,0,1,0,0,0
2019,27000,145.0,46.3,0,0,0,1,1,0,0,0
2020,31480,145.0,64.2,1,0,0,0,0,0,0,1
2020,30480,145.0,64.2,1,0,0,0,0,0,0,1
2019,41500,145.0,29.4,0,0,0,1,0,0,0,1
2019,44480,145.0,29.7,0,0,0,1,0,0,0,1
2016,17980,125.0,51.4,0,0,0,1,0,0,0,1
2017,17480,30.0,62.8,1,0,0,0,0,0,0,1
2018,19980,145.0,44.1,0,0,0,1,0,0,0,1
2017,19480,30.0,64.2,1,0,0,0,0,0,0,1
2017,19680,30.0,64.2,1,0,0,0,0,0,0,1
2017,19280,145.0,61.4,1,0,0,0,0,0,0,1
2017,22480,30.0,64.2,1,0,0,0,0,0,0,1
2019,22980,145.0,45.6,0,0,0,1,0,0,0,1
2019,23480,145.0,45.6,0,0,0,1,0,0,0,1
2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
2020,42980,145.0,28.8,0,0,0,1,0,0,0,1
2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
2019,29999,145.0,54.3,1,0,0,0,0,0,0,1
2019,26479,145.0,47.1,0,0,0,1,0,0,0,1
2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
2018,19480,145.0,61.4,1,0,0,0,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2016,34380,260.0,35.3,0,0,0,1,0,0,0,1
2018,25280,145.0,58.9,1,0,0,0,1,0,0,0
2019,30000,145.0,57.7,1,0,0,0,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,1,0,0,0
2016,18480,30.0,64.2,1,0,0,0,1,0,0,0
2016,17280,30.0,64.2,1,0,0,0,0,0,0,1
2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
2019,28980,145.0,56.5,1,0,0,0,0,0,0,1
2019,22280,145.0,61.4,1,0,0,0,0,0,0,1
2019,26480,145.0,61.4,1,0,0,0,0,0,0,1
2019,26480,145.0,61.4,1,0,0,0,0,0,0,1
2019,25980,145.0,61.4,1,0,0,0,0,0,0,1
2019,26980,145.0,61.4,1,0,0,0,0,0,0,1
2019,25780,145.0,47.1,0,0,0,1,0,0,0,1
2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
2019,33780,145.0,44.1,0,0,0,1,0,0,0,1
2019,29980,145.0,53.3,1,0,0,0,0,0,0,1
2019,31480,145.0,46.3,0,0,0,1,0,0,0,1
2019,31980,145.0,46.3,0,0,0,1,0,0,0,1
2019,30500,145.0,61.4,1,0,0,0,0,0,0,1
2019,30480,145.0,61.4,1,0,0,0,0,0,0,1
2019,33480,145.0,57.7,1,0,0,0,0,0,0,1
2019,29980,145.0,53.3,1,0,0,0,0,0,0,1
2019,29980,145.0,54.3,1,0,0,0,0,0,0,1
2019,21480,145.0,47.1,0,0,0,1,0,1,0,0
2016,16980,20.0,65.7,1,0,0,0,0,0,0,1
2016,16020,30.0,65.7,1,0,0,0,0,1,0,0
2016,16991,20.0,64.2,1,0,0,0,0,0,0,1
2018,42525,150.0,32.8,0,0,0,1,0,0,0,1
2017,21220,125.0,58.9,1,0,0,0,0,0,0,1
2017,26455,145.0,58.9,1,0,0,0,1,0,0,0
2015,19825,20.0,67.3,1,0,0,0,1,0,0,0
2017,21544,30.0,64.2,1,0,0,0,1,0,0,0
2019,35500,145.0,64.2,1,0,0,0,1,0,0,0
2019,35250,145.0,61.4,1,0,0,0,1,0,0,0
2019,31980,145.0,46.3,0,0,0,1,0,0,0,1
2019,30980,145.0,64.2,1,0,0,0,0,0,0,1
2019,29480,145.0,47.1,0,0,0,1,0,0,0,1
2019,39500,145.0,30.4,0,0,0,1,0,0,0,1
2019,26680,145.0,46.3,0,0,0,1,0,0,0,1
2016,18780,0.0,134.5,0,1,0,0,0,0,0,1
2019,33283,145.0,57.7,1,0,0,0,1,0,0,0
2019,29650,145.0,64.2,1,0,0,0,1,0,0,0
2019,65000,145.0,27.2,0,0,0,1,0,0,0,1
2019,29885,145.0,44.1,0,0,0,1,1,0,0,0
2019,29945,145.0,44.1,0,0,0,1,1,0,0,0
2017,23965,145.0,47.1,0,0,0,1,1,0,0,0
2018,27725,145.0,57.7,1,0,0,0,1,0,0,0
2019,28315,145.0,56.5,1,0,0,0,0,0,0,1
2016,25290,160.0,44.1,0,0,0,1,1,0,0,0
2019,28450,145.0,51.4,1,0,0,0,1,0,0,0
2017,14680,20.0,70.6,1,0,0,0,0,1,0,0
2017,22980,145.0,47.1,0,0,0,1,0,0,0,1
2017,19980,145.0,61.4,1,0,0,0,0,0,0,1
2017,18980,30.0,64.2,1,0,0,0,0,0,0,1
2017,19980,30.0,64.2,1,0,0,0,0,0,0,1
2017,24480,145.0,44.1,0,0,0,1,1,0,0,0
2017,19980,30.0,64.2,1,0,0,0,1,0,0,0
2016,29780,260.0,35.8,0,0,0,1,0,0,0,1
2019,29480,145.0,47.1,0,0,0,1,0,0,0,1
2017,24980,145.0,58.9,1,0,0,0,1,0,0,0
2017,23980,145.0,54.3,1,0,0,0,1,0,0,0
2019,29500,145.0,44.1,0,0,0,1,0,0,0,1
2019,27480,145.0,61.4,1,0,0,0,0,0,0,1
2017,23415,30.0,64.2,1,0,0,0,0,0,0,1
2019,29500,145.0,44.1,0,0,0,1,0,0,0,1
2019,23980,145.0,61.4,1,0,0,0,0,0,0,1
2019,25080,145.0,42.2,0,0,0,1,0,0,0,1
2019,26980,145.0,44.1,0,0,0,1,0,0,0,1
