year,price,engine_size,mileage,Diesel,Hybrid,otherFuel,Petrol,Automatic,Manual,otherTransmission,Semi-Auto
2015,15998,30.0,64.2,1,0,0,0,0,0,0,1
2016,15998,30.0,65.7,1,0,0,0,0,0,0,1
2017,24698,150.0,67.3,1,0,0,0,0,0,0,1
2016,14398,20.0,65.7,1,0,0,0,0,0,0,1
2014,15998,125.0,60.1,1,0,0,0,0,0,0,1
2018,19950,145.0,64.2,1,0,0,0,0,0,0,1
2014,11149,145.0,56.5,1,0,0,0,0,0,0,1
2018,17990,145.0,48.7,0,0,0,1,0,0,0,1
2017,16490,20.0,65.7,1,0,0,0,0,0,0,1
2017,18450,2.0,134.5,0,1,0,0,0,0,0,1
2015,11850,145.0,53.3,1,0,0,0,0,0,0,1
2017,16350,30.0,64.2,1,0,0,0,0,0,0,1
2015,10477,125.0,53.3,0,0,0,1,0,0,0,1
2018,18998,145.0,50.4,0,0,0,1,0,0,0,1
2016,15870,30.0,62.8,1,0,0,0,1,0,0,0
2016,16700,30.0,64.2,1,0,0,0,1,0,0,0
2017,19502,145.0,49.6,0,0,0,1,0,0,0,1
2019,28332,145.0,56.5,1,0,0,0,1,0,0,0
2016,17992,20.0,64.2,1,0,0,0,0,0,0,1
2019,49280,145.0,28.5,0,0,0,1,1,0,0,0
2019,28810,145.0,55.4,1,0,0,0,1,0,0,0
2019,30000,145.0,44.1,0,0,0,1,1,0,0,0
2015,17901,125.0,52.3,0,0,0,1,0,0,0,1
2017,19971,145.0,58.9,1,0,0,0,0,0,0,1
2018,26281,145.0,67.3,1,0,0,0,0,0,0,1
2017,17791,150.0,64.2,1,0,0,0,0,0,0,1
2016,16998,0.0,76.4,0,1,0,0,1,0,0,0
2014,14498,20.0,64.2,1,0,0,0,0,0,0,1
2016,16998,30.0,64.2,1,0,0,0,0,0,0,1
2015,16990,125.0,52.3,0,0,0,1,1,0,0,0
2016,19798,125.0,60.1,1,0,0,0,0,0,0,1
2016,16998,125.0,53.3,0,0,0,1,0,0,0,1
2017,16750,145.0,65.7,1,0,0,0,0,0,0,1
2015,12880,145.0,53.3,1,0,0,0,0,0,0,1
2017,18660,145.0,61.4,1,0,0,0,0,0,0,1
2016,17990,30.0,64.2,1,0,0,0,0,0,0,1
2018,25882,145.0,58.9,1,0,0,0,1,0,0,0
2019,29046,145.0,61.4,1,0,0,0,1,0,0,0
2019,26256,145.0,61.4,1,0,0,0,0,0,0,1
2017,20498,145.0,64.2,1,0,0,0,0,0,0,1
2013,11298,165.0,44.8,0,0,0,1,0,0,0,1
2017,16500,145.0,64.2,1,0,0,0,0,0,0,1
2014,16990,145.0,49.6,0,0,0,1,0,0,0,1
2017,25232,145.0,58.9,1,0,0,0,1,0,0,0
2018,30022,145.0,54.3,1,0,0,0,1,0,0,0
2016,15952,20.0,64.2,1,0,0,0,1,0,0,0
2015,15542,30.0,62.8,1,0,0,0,0,0,0,1
2019,39995,150.0,29.4,0,0,0,1,0,0,0,1
2019,25995,145.0,56.5,1,0,0,0,0,0,0,1
2019,26995,145.0,44.1,0,0,0,1,0,0,0,1
2016,17950,30.0,64.2,1,0,0,0,1,0,0,0
2017,15267,125.0,53.3,0,0,0,1,0,1,0,0
2016,18247,0.0,134.5,0,1,0,0,1,0,0,0
2016,15067,20.0,70.6,1,0,0,0,0,1,0,0
2015,13917,125.0,52.3,0,0,0,1,1,0,0,0
2015,15990,125.0,52.3,0,0,0,1,1,0,0,0
2016,18833,30.0,64.2,1,0,0,0,1,0,0,0
2019,28980,145.0,61.4,1,0,0,0,1,0,0,0
2020,28220,145.0,54.3,1,0,0,0,0,0,0,1
2017,23572,150.0,58.9,1,0,0,0,1,0,0,0
2017,14702,145.0,53.3,0,0,0,1,0,1,0,0
2019,20495,145.0,61.4,1,0,0,0,0,0,0,1
2016,18495,0.0,74.3,0,1,0,0,0,0,0,1
2017,15495,125.0,51.4,0,0,0,1,0,1,0,0
2017,30995,145.0,34.0,0,0,0,1,1,0,0,0
2017,25995,145.0,54.3,1,0,0,0,1,0,0,0
2019,23995,145.0,44.1,0,0,0,1,0,0,0,1
2019,25495,145.0,60.1,1,0,0,0,0,0,0,1
2019,26495,145.0,56.5,1,0,0,0,0,0,0,1
2016,17995,30.0,61.4,1,0,0,0,0,0,0,1
2017,20981,145.0,53.3,0,0,0,1,0,1,0,0
2019,33530,145.0,30.4,0,0,0,1,1,0,0,0
2017,22532,145.0,47.1,0,0,0,1,0,0,0,1
2019,27036,145.0,61.4,1,0,0,0,1,0,0,0
2019,30236,145.0,44.1,0,0,0,1,1,0,0,0
2018,25298,145.0,47.1,0,0,0,1,0,0,0,1
2017,25498,145.0,67.3,1,0,0,0,1,0,0,0
2016,21698,0.0,134.5,0,1,0,0,0,0,0,1
2015,15790,125.0,50.4,0,0,0,1,0,0,0,1
2017,33000,145.0,35.3,0,0,0,1,0,0,0,1
2016,16998,30.0,65.7,1,0,0,0,0,0,0,1
2017,20612,30.0,64.2,1,0,0,0,0,0,0,1
2016,18211,30.0,64.2,1,0,0,0,0,0,0,1
2019,49780,145.0,28.5,0,0,0,1,1,0,0,0
2016,26495,260.0,35.8,0,0,0,1,0,0,0,1
2017,20680,145.0,58.9,1,0,0,0,0,0,0,1
2017,16299,145.0,64.2,1,0,0,0,1,0,0,0
2019,27998,145.0,61.4,1,0,0,0,0,0,0,1
2017,18240,0.0,134.5,0,1,0,0,0,0,0,1
2017,22792,145.0,48.7,0,0,0,1,0,0,0,1
2019,24000,145.0,44.1,0,0,0,1,0,0,0,1
2019,30980,145.0,46.3,0,0,0,1,0,0,0,1
2017,18231,145.0,50.4,0,0,0,1,0,0,0,1
2014,14601,125.0,60.1,1,0,0,0,0,0,0,1
2019,28887,145.0,57.7,1,0,0,0,1,0,0,0
2018,23247,145.0,61.4,1,0,0,0,1,0,0,0
2017,22720,145.0,67.3,1,0,0,0,1,0,0,0
2017,18115,145.0,50.4,0,0,0,1,0,0,0,1
2019,28429,145.0,54.3,1,0,0,0,0,0,0,1
2020,32480,145.0,64.2,1,0,0,0,0,0,0,1
2019,41500,145.0,30.4,0,0,0,1,0,0,0,1
2016,20480,30.0,64.2,1,0,0,0,0,0,0,1
2016,21000,30.0,64.2,1,0,0,0,0,0,0,1
2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
2016,19750,30.0,64.2,1,0,0,0,0,0,0,1
2020,39995,145.0,44.1,0,0,0,1,0,0,0,1
2020,37995,145.0,46.3,0,0,0,1,0,0,0,1
2020,69995,145.0,28.0,0,0,0,1,0,0,0,1
2020,31995,145.0,58.9,1,0,0,0,0,0,0,1
2019,38995,150.0,29.7,0,0,0,1,0,0,0,1
2019,59995,150.0,28.0,0,0,0,1,0,0,0,1
2017,15280,145.0,72.4,1,0,0,0,0,1,0,0
2017,35420,150.0,34.5,0,0,0,1,0,0,0,1
2017,17980,30.0,64.2,1,0,0,0,0,0,0,1
2016,16890,30.0,64.2,1,0,0,0,0,0,0,1
2020,36990,145.0,42.2,0,0,0,1,0,0,0,1
2016,14750,20.0,65.7,1,0,0,0,1,0,0,0
2016,20365,145.0,49.6,0,0,0,1,0,0,0,1
2016,21505,125.0,61.4,1,0,0,0,1,0,0,0
2018,24791,145.0,44.1,0,0,0,1,0,0,0,1
2015,16581,20.0,64.2,1,0,0,0,0,0,0,1
2019,27810,145.0,61.4,1,0,0,0,1,0,0,0
2018,28750,145.0,54.3,1,0,0,0,1,0,0,0
2017,26790,145.0,40.9,0,0,0,1,1,0,0,0
2016,17981,30.0,64.2,1,0,0,0,0,0,0,1
2019,29890,145.0,44.1,0,0,0,1,1,0,0,0
2019,24980,145.0,60.1,1,0,0,0,1,0,0,0
2015,19990,30.0,64.2,1,0,0,0,0,0,0,1
2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
2019,24980,145.0,47.9,0,0,0,1,0,0,0,1
2016,20995,20.0,67.3,1,0,0,0,1,0,0,0
2017,21630,145.0,67.3,1,0,0,0,1,0,0,0
2014,12262,145.0,53.3,1,0,0,0,0,0,0,1
2020,29880,145.0,64.2,1,0,0,0,0,0,0,1
2016,22790,145.0,49.6,0,0,0,1,0,0,0,1
2016,16657,20.0,65.7,1,0,0,0,0,0,0,1
2019,27480,145.0,64.2,1,0,0,0,1,0,0,0
2019,20980,145.0,61.4,1,0,0,0,0,0,0,1
2016,18280,30.0,64.2,1,0,0,0,0,0,0,1
2019,26480,145.0,61.4,1,0,0,0,0,0,0,1
2018,21000,145.0,64.2,1,0,0,0,0,0,0,1
2019,27980,145.0,64.2,1,0,0,0,0,0,0,1
2019,28480,145.0,56.5,1,0,0,0,0,0,0,1
2018,24480,145.0,58.9,1,0,0,0,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2015,17790,20.0,64.2,1,0,0,0,1,0,0,0
2015,14690,30.0,64.2,1,0,0,0,0,0,0,1
2018,22991,145.0,67.3,1,0,0,0,0,0,0,1
2017,20150,125.0,60.1,1,0,0,0,0,0,0,1
2019,28290,145.0,64.2,1,0,0,0,1,0,0,0
2017,20091,150.0,61.4,1,0,0,0,0,0,0,1
2016,17498,0.0,76.4,0,1,0,0,0,0,0,1
2015,10998,20.0,68.9,1,0,0,0,0,1,0,0
2016,15798,20.0,64.2,1,0,0,0,0,0,0,1
2017,16495,30.0,65.7,1,0,0,0,0,0,0,1
2019,41070,145.0,29.4,0,0,0,1,1,0,0,0
2016,17822,20.0,64.2,1,0,0,0,0,0,0,1
2019,43990,2.0,217.3,0,1,0,0,1,0,0,0
2019,38610,145.0,29.1,0,0,0,1,1,0,0,0
2019,34990,145.0,54.3,1,0,0,0,1,0,0,0
2017,20022,30.0,64.2,1,0,0,0,0,0,0,1
2017,17313,125.0,53.3,0,0,0,1,1,0,0,0
2017,24352,20.0,67.3,1,0,0,0,1,0,0,0
2017,18372,145.0,50.4,0,0,0,1,0,0,0,1
2015,16592,20.0,64.2,1,0,0,0,0,0,0,1
2019,22156,145.0,44.1,0,0,0,1,1,0,0,0
2017,17282,145.0,64.2,1,0,0,0,0,0,0,1
2019,31716,145.0,54.3,1,0,0,0,0,0,0,1
2017,22852,145.0,67.3,1,0,0,0,0,0,0,1
2015,15212,20.0,64.2,1,0,0,0,0,0,0,1
2016,20092,30.0,61.4,1,0,0,0,0,0,0,1
2017,23572,145.0,58.9,1,0,0,0,1,0,0,0
2019,28896,145.0,61.4,1,0,0,0,1,0,0,0
2019,30516,145.0,44.1,0,0,0,1,1,0,0,0
2019,23206,145.0,61.4,1,0,0,0,1,0,0,0
2019,27826,145.0,44.1,0,0,0,1,1,0,0,0
2016,25532,160.0,44.1,0,0,0,1,1,0,0,0
2018,25812,145.0,67.3,1,0,0,0,0,0,0,1
2018,22480,145.0,58.9,1,0,0,0,0,0,0,1
2015,10397,20.0,65.7,1,0,0,0,0,1,0,0
2017,33202,145.0,34.0,0,0,0,1,1,0,0,0
2018,27622,145.0,44.1,0,0,0,1,0,0,0,1
2015,12672,20.0,70.6,1,0,0,0,0,1,0,0
2015,13898,125.0,53.3,0,0,0,1,0,1,0,0
2017,18498,0.0,134.5,0,1,0,0,0,0,0,1
2019,24998,145.0,58.9,1,0,0,0,0,0,0,1
2016,16009,30.0,64.2,1,0,0,0,1,0,0,0
2017,13980,150.0,53.3,0,0,0,1,0,1,0,0
2017,14980,20.0,68.9,1,0,0,0,0,1,0,0
2017,18830,0.0,134.5,0,1,0,0,0,0,0,1
2017,19250,0.0,134.5,0,1,0,0,0,0,0,1
2014,13251,20.0,64.2,1,0,0,0,0,0,0,1
2015,13390,0.0,76.4,0,1,0,0,1,0,0,0
2017,17230,145.0,41.5,0,0,0,1,0,0,0,1
2019,28480,145.0,44.1,0,0,0,1,0,0,0,1
2019,29480,145.0,44.1,0,0,0,1,0,0,0,1
2019,42000,145.0,30.4,0,0,0,1,0,0,0,1
2019,50981,145.0,29.1,0,0,0,1,1,0,0,0
2015,17712,30.0,64.2,1,0,0,0,0,0,0,1
2019,39290,145.0,30.4,0,0,0,1,0,0,0,1
2017,27462,145.0,44.1,0,0,0,1,1,0,0,0
2020,39981,145.0,57.7,1,0,0,0,0,0,0,1
2017,34981,300.0,33.6,0,0,0,1,0,0,0,1
2018,19902,145.0,62.8,1,0,0,0,0,0,0,1
2019,31040,145.0,64.2,1,0,0,0,0,0,0,1
2019,20482,145.0,46.3,0,0,0,1,0,0,0,1
2019,26056,145.0,46.3,0,0,0,1,0,0,0,1
2015,10610,20.0,70.6,1,0,0,0,0,1,0,0
2017,14965,30.0,64.2,1,0,0,0,0,0,0,1
2016,19490,30.0,64.2,1,0,0,0,0,0,0,1
2016,14700,30.0,64.2,1,0,0,0,1,0,0,0
2016,13200,30.0,65.7,1,0,0,0,0,1,0,0
2014,13100,30.0,64.2,1,0,0,0,0,0,0,1
2013,10404,160.0,46.3,0,0,0,1,0,0,0,1
2017,24998,145.0,67.3,1,0,0,0,0,0,0,1
2019,23991,145.0,64.2,1,0,0,0,0,0,0,1
2017,23981,150.0,61.4,1,0,0,0,0,0,0,1
2016,14981,30.0,65.7,1,0,0,0,0,0,0,1
2014,15981,30.0,64.2,1,0,0,0,0,0,0,1
2018,25302,150.0,61.4,1,0,0,0,0,0,0,1
2017,34981,150.0,35.3,0,0,0,1,0,0,0,1
2017,16481,20.0,65.7,1,0,0,0,0,0,0,1
2019,59830,145.0,28.5,0,0,0,1,1,0,0,0
2016,17902,30.0,64.2,1,0,0,0,0,0,0,1
2019,29592,145.0,43.5,0,0,0,1,1,0,0,0
2017,18970,145.0,64.2,1,0,0,0,1,0,0,0
2016,21870,20.0,67.3,1,0,0,0,0,0,0,1
2015,16260,20.0,64.2,1,0,0,0,0,0,0,1
2015,15480,20.0,68.9,1,0,0,0,0,1,0,0
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2019,29000,145.0,44.1,0,0,0,1,0,0,0,1
2019,23980,145.0,45.6,0,0,0,1,0,0,0,1
2019,25980,145.0,61.4,1,0,0,0,0,0,0,1
2019,25980,145.0,61.4,1,0,0,0,0,0,0,1
2019,29500,145.0,44.1,0,0,0,1,0,0,0,1
2017,18480,145.0,64.2,1,0,0,0,0,0,0,1
2018,27980,145.0,57.7,1,0,0,0,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
2016,19000,30.0,64.2,1,0,0,0,0,0,0,1
2020,28490,145.0,64.2,1,0,0,0,0,0,0,1
2017,16791,145.0,61.4,1,0,0,0,0,0,0,1
2016,17148,30.0,64.2,1,0,0,0,1,0,0,0
2016,17491,30.0,64.2,1,0,0,0,0,0,0,1
2019,28480,145.0,57.7,1,0,0,0,1,0,0,0
2019,28990,145.0,55.4,1,0,0,0,1,0,0,0
2019,35740,145.0,29.7,0,0,0,1,0,0,0,1
2019,28351,145.0,55.4,1,0,0,0,1,0,0,0
2018,28652,145.0,44.1,0,0,0,1,1,0,0,0
2017,21991,30.0,64.2,1,0,0,0,0,0,0,1
2017,49991,150.0,31.7,0,0,0,1,1,0,0,0
2020,33111,150.0,64.2,1,0,0,0,0,0,0,1
2019,34070,145.0,53.3,1,0,0,0,1,0,0,0
2018,23022,145.0,61.4,1,0,0,0,1,0,0,0
2019,53991,145.0,29.7,0,0,0,1,1,0,0,0
2017,20836,2.1,74.3,0,1,0,0,1,0,0,0
2019,26530,145.0,60.1,1,0,0,0,1,0,0,0
2019,25830,145.0,60.1,1,0,0,0,1,0,0,0
2016,18340,30.0,65.7,1,0,0,0,0,1,0,0
2017,20340,30.0,64.2,1,0,0,0,0,0,0,1
2017,19980,30.0,64.2,1,0,0,0,0,0,0,1
2019,26550,145.0,64.2,1,0,0,0,1,0,0,0
2018,21430,145.0,64.2,1,0,0,0,0,0,0,1
2018,24810,145.0,67.3,1,0,0,0,0,0,0,1
2020,28590,145.0,54.3,1,0,0,0,0,0,0,1
2015,13500,30.0,65.7,1,0,0,0,0,0,0,1
2015,17000,2.0,17222.0,0,0,0,1,1,0,0,0
2014,16964,30.0,64.2,1,0,0,0,1,0,0,0
2018,22680,145.0,67.3,1,0,0,0,1,0,0,0
2017,18995,0.0,134.5,0,1,0,0,0,0,0,1
2017,16995,30.0,65.7,1,0,0,0,0,0,0,1
2017,13610,125.0,53.3,0,0,0,1,0,1,0,0
2016,16000,20.0,70.6,1,0,0,0,0,1,0,0
2020,31480,145.0,64.2,1,0,0,0,0,0,0,1
2017,21000,145.0,61.4,1,0,0,0,0,0,0,1
2019,31980,145.0,61.4,1,0,0,0,0,0,0,1
2019,31000,145.0,55.4,1,0,0,0,0,0,0,1
2017,17480,20.0,65.7,1,0,0,0,0,0,0,1
2019,31980,145.0,44.1,0,0,0,1,0,0,0,1
2019,44980,145.0,29.7,0,0,0,1,0,0,0,1
2019,31480,145.0,64.2,1,0,0,0,0,0,0,1
2019,30480,145.0,64.2,1,0,0,0,0,0,0,1
2019,35980,145.0,61.4,1,0,0,0,0,0,0,1
2019,29980,145.0,60.1,1,0,0,0,0,0,0,1
2020,32980,145.0,61.4,1,0,0,0,0,0,0,1
2019,38500,145.0,30.4,0,0,0,1,0,0,0,1
2017,19480,2.0,134.5,0,1,0,0,0,0,0,1
2019,66990,145.0,28.0,0,0,0,1,1,0,0,0
2017,25172,145.0,44.1,0,0,0,1,1,0,0,0
2019,28466,145.0,44.1,0,0,0,1,1,0,0,0
2019,30572,145.0,44.1,0,0,0,1,1,0,0,0
2019,29782,145.0,44.1,0,0,0,1,1,0,0,0
2019,27066,145.0,44.1,0,0,0,1,1,0,0,0
2019,20676,145.0,61.4,1,0,0,0,1,0,0,0
2019,24306,145.0,61.4,1,0,0,0,0,0,0,1
2015,17682,30.0,64.2,1,0,0,0,0,0,0,1
2018,29532,145.0,54.3,1,0,0,0,0,0,0,1
2017,20480,145.0,64.2,1,0,0,0,0,0,0,1
2019,28980,145.0,56.5,1,0,0,0,0,0,0,1
2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
2017,17980,30.0,64.2,1,0,0,0,0,0,0,1
2019,28480,145.0,44.1,0,0,0,1,0,0,0,1
2017,24880,145.0,54.3,1,0,0,0,1,0,0,0
2020,35980,145.0,55.4,1,0,0,0,0,0,0,1
2020,32480,145.0,64.2,1,0,0,0,0,0,0,1
2020,22980,145.0,47.1,0,0,0,1,0,1,0,0
2020,31980,145.0,64.2,1,0,0,0,0,0,0,1
2020,31980,145.0,64.2,1,0,0,0,0,0,0,1
2019,31480,145.0,51.4,1,0,0,0,0,0,0,1
2019,29980,145.0,46.3,0,0,0,1,0,0,0,1
2019,35980,145.0,57.7,1,0,0,0,0,0,0,1
2019,31980,145.0,61.4,1,0,0,0,0,0,0,1
2019,29980,145.0,56.5,1,0,0,0,0,0,0,1
2020,33980,145.0,51.4,1,0,0,0,0,0,0,1
2020,29980,150.0,46.3,0,0,0,1,0,0,0,1
2017,19980,145.0,64.2,1,0,0,0,0,0,0,1
2019,33980,145.0,57.7,1,0,0,0,0,0,0,1
2019,31980,145.0,64.2,1,0,0,0,0,0,0,1
2019,27500,145.0,46.3,0,0,0,1,0,0,0,1
2019,26000,145.0,64.2,1,0,0,0,0,0,0,1
2019,31980,145.0,61.4,1,0,0,0,0,0,0,1
2019,30980,145.0,54.3,1,0,0,0,0,0,0,1
2019,35980,145.0,61.4,1,0,0,0,0,0,0,1
2019,32980,145.0,46.3,0,0,0,1,0,0,0,1
2019,36980,145.0,61.4,1,0,0,0,1,0,0,0
2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
2017,15980,20.0,68.9,1,0,0,0,0,1,0,0
2018,27980,145.0,57.7,1,0,0,0,0,0,0,1
2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
2017,17280,145.0,64.2,1,0,0,0,0,0,0,1
2019,27980,145.0,64.2,1,0,0,0,0,0,0,1
2018,25480,145.0,46.3,0,0,0,1,0,0,0,1
2019,27000,145.0,61.4,1,0,0,0,0,0,0,1
2019,20980,145.0,61.4,1,0,0,0,0,0,0,1
2019,19980,145.0,64.2,1,0,0,0,0,0,0,1
2018,29480,145.0,57.7,1,0,0,0,0,0,0,1
2017,45480,145.0,32.8,0,0,0,1,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2019,26500,145.0,45.6,0,0,0,1,0,0,0,1
2019,24000,145.0,44.1,0,0,0,1,0,0,0,1
2019,29500,145.0,44.1,0,0,0,1,0,0,0,1
2019,32980,2.0,7255.0,1,0,0,0,0,0,0,1
2017,23980,2.1,15902.0,1,0,0,0,1,0,0,0
2019,28980,145.0,44.1,0,0,0,1,0,0,0,1
2019,19980,1.5,13891.0,0,0,0,1,0,0,0,1
2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
2019,29980,145.0,54.3,1,0,0,0,0,0,0,1
2019,26980,145.0,47.1,0,0,0,1,0,0,0,1
2019,24480,145.0,58.9,1,0,0,0,0,0,0,1
2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
2019,26000,145.0,45.6,0,0,0,1,0,0,0,1
2019,23780,145.0,44.1,0,0,0,1,0,0,0,1
2019,25000,145.0,44.1,0,0,0,1,0,0,0,1
2019,30980,145.0,57.7,1,0,0,0,0,0,0,1
2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
2020,65980,145.0,28.0,0,0,0,1,0,0,0,1
2019,28980,145.0,44.1,0,0,0,1,0,0,0,1
2019,67980,145.0,28.0,0,0,0,1,0,0,0,1
2019,31980,145.0,46.3,0,0,0,1,0,0,0,1
2019,30980,145.0,61.4,1,0,0,0,0,0,0,1
2020,30980,145.0,61.4,1,0,0,0,0,0,0,1
2019,29480,145.0,56.5,1,0,0,0,0,0,0,1
2015,16480,30.0,62.8,1,0,0,0,0,0,0,1
2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
2014,15894,30.0,64.2,1,0,0,0,0,0,0,1
2015,15495,20.0,64.2,1,0,0,0,1,0,0,0
2019,28780,145.0,44.1,0,0,0,1,0,0,0,1
2016,18480,30.0,64.2,1,0,0,0,0,0,0,1
2019,25980,145.0,46.3,0,0,0,1,0,0,0,1
2019,26980,145.0,46.3,0,0,0,1,0,0,0,1
2019,25980,145.0,46.3,0,0,0,1,0,0,0,1
2018,21980,145.0,60.1,1,0,0,0,0,0,0,1
2019,31480,145.0,57.7,1,0,0,0,0,0,0,1
2018,22680,145.0,61.4,1,0,0,0,0,0,0,1
2020,33980,145.0,61.4,1,0,0,0,0,0,0,1
2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
2019,24780,145.0,61.4,1,0,0,0,0,0,0,1
2019,26780,145.0,61.4,1,0,0,0,0,0,0,1
2019,20480,145.0,46.3,0,0,0,1,0,0,0,1
2019,25480,145.0,46.3,0,0,0,1,0,0,0,1
2015,14000,20.0,68.9,1,0,0,0,0,1,0,0
2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
2020,38980,145.0,28.3,0,0,0,1,0,0,0,1
2019,26980,145.0,61.4,1,0,0,0,0,0,0,1
2019,20480,145.0,46.3,0,0,0,1,0,0,0,1
2019,27980,145.0,56.5,1,0,0,0,0,0,0,1
2019,29480,145.0,56.5,1,0,0,0,0,0,0,1
2019,29480,145.0,54.3,1,0,0,0,0,0,0,1
2019,27000,145.0,60.1,1,0,0,0,0,0,0,1
2020,32980,145.0,61.4,1,0,0,0,0,0,0,1
2019,36980,145.0,61.4,1,0,0,0,0,0,0,1
2019,36980,145.0,61.4,1,0,0,0,0,0,0,1
2016,20780,20.0,68.9,1,0,0,0,0,0,0,1
2019,30980,145.0,57.7,1,0,0,0,0,0,0,1
2016,18480,20.0,64.2,1,0,0,0,0,0,0,1
2016,15480,20.0,68.9,1,0,0,0,0,1,0,0
2017,24995,150.0,58.9,1,0,0,0,1,0,0,0
2017,23995,20.0,67.3,1,0,0,0,0,0,0,1
2017,22495,145.0,58.9,1,0,0,0,1,0,0,0
2016,20500,30.0,61.4,1,0,0,0,0,0,0,1
2015,14440,20.0,64.2,1,0,0,0,0,0,0,1
2019,25980,145.0,46.3,0,0,0,1,0,0,0,1
2019,29000,145.0,44.1,0,0,0,1,0,0,0,1
2019,28480,145.0,56.5,1,0,0,0,0,0,0,1
2018,22500,145.0,46.3,0,0,0,1,0,0,0,1
2018,27500,145.0,57.7,1,0,0,0,0,0,0,1
2019,20980,145.0,61.4,1,0,0,0,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
2019,28480,145.0,44.1,0,0,0,1,0,0,0,1
2016,17998,30.0,64.2,1,0,0,0,0,0,0,1
2016,19698,0.0,134.5,0,1,0,0,0,0,0,1
2016,18998,0.0,134.5,0,1,0,0,1,0,0,0
2017,18998,145.0,64.2,1,0,0,0,0,0,0,1
2016,10998,20.0,72.4,1,0,0,0,0,1,0,0
2017,18498,0.0,134.5,0,1,0,0,0,0,0,1
2016,13698,0.0,134.5,0,1,0,0,0,0,0,1
2017,14698,20.0,70.6,1,0,0,0,0,1,0,0
2016,13498,20.0,70.6,1,0,0,0,0,1,0,0
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
2020,30480,145.0,64.2,1,0,0,0,0,0,0,1
2020,30480,145.0,64.2,1,0,0,0,0,0,0,1
2019,30480,145.0,64.2,1,0,0,0,0,0,0,1
2019,31000,145.0,64.2,1,0,0,0,0,0,0,1
2014,11133,145.0,56.5,1,0,0,0,0,0,0,1
2017,18990,150.0,64.2,1,0,0,0,0,0,0,1
2017,20995,125.0,58.9,1,0,0,0,0,0,0,1
2017,46995,145.0,32.8,0,0,0,1,0,0,0,1
2019,32995,145.0,64.2,1,0,0,0,0,0,0,1
2017,21495,145.0,58.9,1,0,0,0,0,0,0,1
2015,17495,30.0,64.2,1,0,0,0,0,0,0,1
2019,67495,145.0,28.0,0,0,0,1,0,0,0,1
2017,17850,145.0,60.1,1,0,0,0,0,0,0,1
2016,19170,125.0,52.3,0,0,0,1,1,0,0,0
2013,23000,580.0,23.0,0,0,0,1,0,0,0,1
2015,14850,30.0,64.2,1,0,0,0,0,0,0,1
2019,18998,145.0,46.3,0,0,0,1,0,0,0,1
2017,19498,0.0,134.5,0,1,0,0,0,0,0,1
2016,14057,20.0,70.6,1,0,0,0,0,1,0,0
2017,27995,145.0,47.1,0,0,0,1,1,0,0,0
2017,24750,145.0,44.1,0,0,0,1,1,0,0,0
2015,13260,0.0,76.4,0,1,0,0,1,0,0,0
2018,20990,145.0,47.9,0,0,0,1,0,0,0,1
2018,18450,145.0,61.4,1,0,0,0,1,0,0,0
2015,17250,30.0,64.2,1,0,0,0,1,0,0,0
2015,18610,30.0,64.2,1,0,0,0,1,0,0,0
2016,18790,0.0,134.5,0,1,0,0,0,0,0,1
2017,17300,145.0,65.7,1,0,0,0,0,0,0,1
2015,18498,30.0,64.2,1,0,0,0,0,0,0,1
2015,15298,0.0,134.5,0,1,0,0,0,0,0,1
2016,17400,0.0,134.5,0,1,0,0,1,0,0,0
2015,15999,0.0,78.5,0,1,0,0,0,0,0,1
2019,28995,145.0,57.7,1,0,0,0,0,0,0,1
2020,41999,145.0,28.8,0,0,0,1,0,0,0,1
