,year,price,engine_size,mileage,Diesel,Hybrid,otherFuel,Petrol,Automatic,Manual,otherTransmission,Semi-Auto
863,2017,23995,20.0,67.3,1,0,0,0,0,0,0,1
864,2017,22495,145.0,58.9,1,0,0,0,1,0,0,0
865,2016,20500,30.0,61.4,1,0,0,0,0,0,0,1
866,2015,14440,20.0,64.2,1,0,0,0,0,0,0,1
867,2019,25980,145.0,46.3,0,0,0,1,0,0,0,1
868,2019,29000,145.0,44.1,0,0,0,1,0,0,0,1
869,2019,28480,145.0,56.5,1,0,0,0,0,0,0,1
870,2018,22500,145.0,46.3,0,0,0,1,0,0,0,1
871,2018,27500,145.0,57.7,1,0,0,0,0,0,0,1
872,2019,20980,145.0,61.4,1,0,0,0,0,0,0,1
873,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
874,2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
875,2019,28480,145.0,44.1,0,0,0,1,0,0,0,1
876,2016,17998,30.0,64.2,1,0,0,0,0,0,0,1
877,2016,19698,0.0,134.5,0,1,0,0,0,0,0,1
878,2016,18998,0.0,134.5,0,1,0,0,1,0,0,0
879,2017,18998,145.0,64.2,1,0,0,0,0,0,0,1
880,2016,10998,20.0,72.4,1,0,0,0,0,1,0,0
881,2017,18498,0.0,134.5,0,1,0,0,0,0,0,1
882,2016,13698,0.0,134.5,0,1,0,0,0,0,0,1
883,2017,14698,20.0,70.6,1,0,0,0,0,1,0,0
884,2016,13498,20.0,70.6,1,0,0,0,0,1,0,0
885,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
886,2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
887,2020,30480,145.0,64.2,1,0,0,0,0,0,0,1
888,2020,30480,145.0,64.2,1,0,0,0,0,0,0,1
889,2019,30480,145.0,64.2,1,0,0,0,0,0,0,1
890,2019,31000,145.0,64.2,1,0,0,0,0,0,0,1
891,2014,11133,145.0,56.5,1,0,0,0,0,0,0,1
892,2017,18990,150.0,64.2,1,0,0,0,0,0,0,1
893,2017,20995,125.0,58.9,1,0,0,0,0,0,0,1
894,2017,46995,145.0,32.8,0,0,0,1,0,0,0,1
895,2019,32995,145.0,64.2,1,0,0,0,0,0,0,1
896,2017,21495,145.0,58.9,1,0,0,0,0,0,0,1
897,2015,17495,30.0,64.2,1,0,0,0,0,0,0,1
898,2019,67495,145.0,28.0,0,0,0,1,0,0,0,1
899,2017,17850,145.0,60.1,1,0,0,0,0,0,0,1
900,2016,19170,125.0,52.3,0,0,0,1,1,0,0,0
901,2013,23000,580.0,23.0,0,0,0,1,0,0,0,1
902,2015,14850,30.0,64.2,1,0,0,0,0,0,0,1
903,2019,18998,145.0,46.3,0,0,0,1,0,0,0,1
904,2017,19498,0.0,134.5,0,1,0,0,0,0,0,1
905,2016,14057,20.0,70.6,1,0,0,0,0,1,0,0
906,2017,27995,145.0,47.1,0,0,0,1,1,0,0,0
907,2017,24750,145.0,44.1,0,0,0,1,1,0,0,0
908,2015,13260,0.0,76.4,0,1,0,0,1,0,0,0
909,2018,20990,145.0,47.9,0,0,0,1,0,0,0,1
910,2018,18450,145.0,61.4,1,0,0,0,1,0,0,0
911,2015,17250,30.0,64.2,1,0,0,0,1,0,0,0
912,2015,18610,30.0,64.2,1,0,0,0,1,0,0,0
913,2016,18790,0.0,134.5,0,1,0,0,0,0,0,1
914,2017,17300,145.0,65.7,1,0,0,0,0,0,0,1
915,2015,18498,30.0,64.2,1,0,0,0,0,0,0,1
916,2015,15298,0.0,134.5,0,1,0,0,0,0,0,1
917,2016,17400,0.0,134.5,0,1,0,0,1,0,0,0
918,2015,15999,0.0,78.5,0,1,0,0,0,0,0,1
919,2019,28995,145.0,57.7,1,0,0,0,0,0,0,1
920,2020,41999,145.0,28.8,0,0,0,1,0,0,0,1
921,2019,36999,145.0,44.1,0,0,0,1,1,0,0,0
922,2019,30500,145.0,44.8,0,0,0,1,1,0,0,0
923,2018,21160,145.0,61.4,1,0,0,0,0,0,0,1
924,2019,26789,145.0,45.6,0,0,0,1,0,0,0,1
925,2014,20495,20.0,64.2,1,0,0,0,1,0,0,0
926,2016,29995,260.0,35.3,0,0,0,1,0,0,0,1
927,2017,16495,30.0,64.2,1,0,0,0,0,0,0,1
928,2017,16995,145.0,64.2,1,0,0,0,0,0,0,1
929,2019,39995,145.0,28.5,0,0,0,1,0,0,0,1
930,2020,44995,145.0,42.2,0,0,0,1,0,0,0,1
931,2017,23995,150.0,58.9,1,0,0,0,1,0,0,0
932,2015,12999,125.0,53.3,0,0,0,1,0,1,0,0
933,2014,13390,125.0,52.3,0,0,0,1,0,0,0,1
934,2017,18299,145.0,50.4,0,0,0,1,0,0,0,1
935,2014,11000,145.0,56.5,1,0,0,0,0,0,0,1
936,2015,16617,30.0,64.2,1,0,0,0,1,0,0,0
937,2018,22201,145.0,67.3,1,0,0,0,0,0,0,1
938,2016,16999,125.0,51.4,0,0,0,1,1,0,0,0
939,2018,23299,145.0,67.3,1,0,0,0,0,0,0,1
940,2019,31499,145.0,61.4,1,0,0,0,1,0,0,0
941,2019,29950,145.0,64.2,1,0,0,0,1,0,0,0
942,2019,31799,145.0,46.3,0,0,0,1,1,0,0,0
943,2014,15990,125.0,60.1,1,0,0,0,1,0,0,0
944,2018,18999,145.0,50.4,0,0,0,1,1,0,0,0
945,2018,22595,145.0,67.3,1,0,0,0,0,0,0,1
946,2014,10290,145.0,53.3,1,0,0,0,0,0,0,1
947,2015,10700,145.0,53.3,1,0,0,0,0,0,0,1
948,2018,23890,145.0,64.2,1,0,0,0,0,0,0,1
949,2017,18481,145.0,61.4,1,0,0,0,1,0,0,0
950,2013,8751,150.0,53.3,1,0,0,0,0,0,0,1
951,2015,11500,125.0,53.3,0,0,0,1,0,1,0,0
952,2017,23999,200.0,40.9,0,0,0,1,1,0,0,0
953,2019,26999,145.0,61.4,1,0,0,0,0,0,0,1
954,2015,14999,20.0,68.9,1,0,0,0,0,1,0,0
955,2017,33499,145.0,35.3,0,0,0,1,0,0,0,1
956,2017,19999,145.0,64.2,1,0,0,0,0,0,0,1
957,2017,20799,160.0,44.1,0,0,0,1,1,0,0,0
958,2019,31999,145.0,51.4,1,0,0,0,1,0,0,0
959,2019,31995,145.0,64.2,1,0,0,0,1,0,0,0
960,2019,28880,145.0,57.7,1,0,0,0,1,0,0,0
961,2017,15450,20.0,65.7,1,0,0,0,0,0,0,1
962,2019,19995,145.0,46.3,0,0,0,1,1,0,0,0
963,2019,31799,145.0,42.2,0,0,0,1,0,0,0,1
964,2019,23295,145.0,61.4,1,0,0,0,0,0,0,1
965,2017,18358,125.0,58.9,1,0,0,0,1,0,0,0
966,2019,31009,145.0,51.4,1,0,0,0,1,0,0,0
967,2019,29903,145.0,61.4,1,0,0,0,1,0,0,0
968,2019,22995,145.0,46.3,0,0,0,1,0,0,0,1
969,2019,30845,145.0,64.2,1,0,0,0,1,0,0,0
970,2019,46755,145.0,29.7,0,0,0,1,1,0,0,0
971,2019,30675,145.0,64.2,1,0,0,0,1,0,0,0
972,2016,16215,20.0,64.2,1,0,0,0,0,0,0,1
973,2019,19394,145.0,46.3,0,0,0,1,0,0,0,1
974,2016,21995,150.0,49.6,0,0,0,1,0,0,0,1
975,2017,19545,30.0,61.4,1,0,0,0,0,0,0,1
976,2017,18750,150.0,65.7,1,0,0,0,0,0,0,1
977,2017,20995,125.0,58.9,1,0,0,0,0,0,0,1
978,2015,16995,20.0,68.9,1,0,0,0,0,1,0,0
979,2017,23890,145.0,42.2,0,0,0,1,0,0,0,1
980,2016,18249,30.0,64.2,1,0,0,0,1,0,0,0
981,2017,22479,145.0,67.3,1,0,0,0,0,0,0,1
982,2019,23825,145.0,44.1,0,0,0,1,1,0,0,0
983,2017,17973,0.0,74.3,0,1,0,0,0,0,0,1
984,2016,16991,20.0,64.2,1,0,0,0,0,0,0,1
985,2019,38596,145.0,30.4,0,0,0,1,0,0,0,1
986,2019,28382,145.0,64.2,1,0,0,0,1,0,0,0
987,2019,24626,145.0,58.9,1,0,0,0,1,0,0,0
988,2019,28896,145.0,61.4,1,0,0,0,1,0,0,0
989,2018,23500,145.0,44.1,0,0,0,1,1,0,0,0
990,2019,26995,145.0,45.6,0,0,0,1,1,0,0,0
991,2018,21500,145.0,60.1,1,0,0,0,1,0,0,0
992,2018,24750,145.0,46.3,0,0,0,1,1,0,0,0
993,2019,31650,145.0,44.1,0,0,0,1,1,0,0,0
994,2017,17750,20.0,65.7,1,0,0,0,1,0,0,0
995,2016,19995,145.0,49.6,0,0,0,1,0,0,0,1
996,2019,26500,145.0,45.6,0,0,0,1,1,0,0,0
997,2017,31692,145.0,35.3,0,0,0,1,1,0,0,0
998,2016,22999,20.0,67.3,1,0,0,0,0,0,0,1
999,2018,26995,145.0,56.5,1,0,0,0,0,0,0,1
1000,2017,22995,145.0,65.7,1,0,0,0,1,0,0,0
1001,2017,23995,145.0,42.2,0,0,0,1,1,0,0,0
1002,2017,20495,125.0,60.1,1,0,0,0,0,0,0,1
1003,2016,16495,30.0,65.7,1,0,0,0,0,0,0,1
1004,2017,20495,125.0,51.4,0,0,0,1,0,0,0,1
1005,2019,31276,145.0,44.1,0,0,0,1,1,0,0,0
1006,2018,27832,145.0,57.7,1,0,0,0,1,0,0,0
1007,2017,16202,145.0,64.2,1,0,0,0,1,0,0,0
1008,2017,16442,145.0,64.2,1,0,0,0,1,0,0,0
1009,2019,31650,145.0,44.1,0,0,0,1,1,0,0,0
1010,2016,21750,125.0,51.4,0,0,0,1,1,0,0,0
1011,2013,8991,30.0,64.2,1,0,0,0,0,0,0,1
1012,2017,16491,150.0,64.2,1,0,0,0,0,0,0,1
1013,2019,25695,145.0,46.3,0,0,0,1,0,0,0,1
1014,2020,29999,145.0,53.3,1,0,0,0,0,0,0,1
1015,2018,26690,145.0,57.7,1,0,0,0,1,0,0,0
1016,2019,25990,145.0,58.9,1,0,0,0,1,0,0,0
1017,2015,15849,30.0,64.2,1,0,0,0,0,0,0,1
1018,2016,17999,125.0,51.4,0,0,0,1,0,0,0,1
1019,2018,19998,145.0,41.5,0,0,0,1,0,0,0,1
1020,2015,15990,30.0,64.2,1,0,0,0,1,0,0,0
1021,2018,21960,145.0,64.2,1,0,0,0,0,0,0,1
1022,2016,16960,20.0,64.2,1,0,0,0,1,0,0,0
1023,2015,17441,125.0,60.1,1,0,0,0,0,0,0,1
1024,2017,31741,145.0,35.3,0,0,0,1,0,0,0,1
1025,2013,9991,165.0,44.1,0,0,0,1,0,0,0,1
1026,2019,25122,145.0,61.4,1,0,0,0,0,0,0,1
1027,2017,19762,145.0,61.4,1,0,0,0,1,0,0,0
1028,2018,23456,145.0,65.7,1,0,0,0,1,0,0,0
1029,2019,67940,145.0,28.0,0,0,0,1,1,0,0,0
1030,2017,27526,260.0,36.2,0,0,0,1,1,0,0,0
1031,2015,16122,30.0,64.2,1,0,0,0,0,0,0,1
1032,2019,41870,145.0,54.3,1,0,0,0,1,0,0,0
1033,2016,22991,125.0,51.4,0,0,0,1,0,0,0,1
1034,2017,28672,145.0,36.2,0,0,0,1,1,0,0,0
1035,2015,12980,20.0,65.7,1,0,0,0,0,0,0,1
1036,2017,20990,145.0,58.9,1,0,0,0,0,0,0,1
1037,2018,23990,145.0,61.4,1,0,0,0,1,0,0,0
1038,2019,23990,145.0,46.3,0,0,0,1,1,0,0,0
1039,2019,23990,145.0,46.3,0,0,0,1,1,0,0,0
1040,2019,23290,145.0,44.1,0,0,0,1,1,0,0,0
1041,2018,23990,145.0,46.3,0,0,0,1,1,0,0,0
1042,2019,28990,145.0,54.3,1,0,0,0,0,0,0,1
1043,2018,27990,145.0,57.7,1,0,0,0,1,0,0,0
1044,2019,26990,145.0,56.5,1,0,0,0,0,0,0,1
1045,2018,25990,145.0,45.6,0,0,0,1,1,0,0,0
1046,2019,29990,145.0,57.7,1,0,0,0,1,0,0,0
1047,2016,17990,30.0,64.2,1,0,0,0,0,0,0,1
1048,2017,17990,145.0,50.4,0,0,0,1,0,0,0,1
1049,2017,23290,145.0,58.9,1,0,0,0,1,0,0,0
1050,2017,22290,30.0,65.7,1,0,0,0,1,0,0,0
1051,2013,9991,160.0,46.3,0,0,0,1,0,1,0,0
1052,2016,17991,160.0,44.8,0,0,0,1,1,0,0,0
1053,2018,22032,145.0,46.3,0,0,0,1,1,0,0,0
1054,2018,28342,145.0,44.1,0,0,0,1,0,0,0,1
1055,2018,28752,145.0,57.7,1,0,0,0,0,0,0,1
1056,2019,23995,145.0,46.3,0,0,0,1,1,0,0,0
1057,2017,18299,145.0,50.4,0,0,0,1,0,0,0,1
1058,2019,25499,145.0,46.3,0,0,0,1,0,0,0,1
1059,2019,29999,145.0,57.7,1,0,0,0,1,0,0,0
1060,2019,26999,145.0,58.9,1,0,0,0,0,0,0,1
1061,2019,30499,145.0,54.3,1,0,0,0,0,0,0,1
1062,2019,25799,145.0,64.2,1,0,0,0,1,0,0,0
1063,2017,18999,145.0,50.4,0,0,0,1,0,0,0,1
1064,2019,31299,145.0,64.2,1,0,0,0,0,0,0,1
1065,2019,25390,145.0,44.1,0,0,0,1,0,0,0,1
1066,2019,24290,145.0,42.2,0,0,0,1,0,0,0,1
1067,2019,35991,145.0,30.4,0,0,0,1,1,0,0,0
1068,2019,35791,145.0,64.2,1,0,0,0,1,0,0,0
1069,2018,26492,145.0,65.7,1,0,0,0,0,0,0,1
1070,2020,33991,145.0,64.2,1,0,0,0,0,0,0,1
1071,2020,40991,145.0,55.4,1,0,0,0,0,0,0,1
1072,2020,34991,145.0,43.5,0,0,0,1,0,0,0,1
1073,2015,18736,125.0,51.4,0,0,0,1,0,0,0,1
1074,2019,30492,145.0,44.1,0,0,0,1,1,0,0,0
1075,2019,27616,145.0,44.1,0,0,0,1,1,0,0,0
1076,2016,14441,125.0,53.3,0,0,0,1,0,0,0,1
1077,2019,26396,145.0,45.6,0,0,0,1,1,0,0,0
1078,2016,21502,30.0,64.2,1,0,0,0,0,0,0,1
1079,2016,25932,160.0,43.5,0,0,0,1,0,0,0,1
1080,2017,32552,145.0,35.8,0,0,0,1,0,0,0,1
1081,2019,31499,145.0,57.7,1,0,0,0,1,0,0,0
1082,2019,21749,145.0,44.1,0,0,0,1,1,0,0,0
1083,2019,28995,145.0,61.4,1,0,0,0,1,0,0,0
1084,2018,19995,145.0,65.7,1,0,0,0,1,0,0,0
1085,2019,36995,145.0,44.1,0,0,0,1,1,0,0,0
1086,2019,37250,145.0,61.4,1,0,0,0,1,0,0,0
1087,2016,16750,30.0,64.2,1,0,0,0,1,0,0,0
1088,2018,23995,2.0,14876.0,0,0,0,1,1,0,0,0
1089,2017,20490,20.0,67.3,1,0,0,0,0,0,0,1
1090,2019,48990,145.0,29.1,0,0,0,1,0,0,0,1
1091,2019,32490,145.0,51.4,1,0,0,0,1,0,0,0
1092,2020,33990,145.0,57.7,1,0,0,0,0,0,0,1
1093,2019,28990,145.0,44.1,0,0,0,1,1,0,0,0
1094,2019,46390,145.0,29.7,0,0,0,1,1,0,0,0
1095,2019,37990,145.0,54.3,1,0,0,0,1,0,0,0
1096,2019,31990,145.0,64.2,1,0,0,0,1,0,0,0
1097,2016,17590,125.0,50.4,0,0,0,1,1,0,0,0
1098,2016,17750,30.0,64.2,1,0,0,0,0,0,0,1
1099,2017,16860,30.0,64.2,1,0,0,0,0,0,0,1
1100,2015,13100,20.0,64.2,1,0,0,0,1,0,0,0
1101,2016,19000,0.0,134.5,0,1,0,0,0,0,0,1
1102,2017,23000,145.0,47.1,0,0,0,1,0,0,0,1
1103,2018,19995,150.0,60.1,1,0,0,0,0,0,0,1
1104,2017,19000,145.0,64.2,1,0,0,0,0,0,0,1
1105,2016,18790,0.0,134.5,0,1,0,0,0,0,0,1
1106,2018,18700,145.0,60.1,1,0,0,0,1,0,0,0
1107,2019,31999,145.0,64.2,1,0,0,0,1,0,0,0
1108,2019,30999,145.0,46.3,0,0,0,1,1,0,0,0
1109,2019,32495,145.0,51.4,1,0,0,0,1,0,0,0
1110,2019,32499,145.0,55.4,1,0,0,0,1,0,0,0
1111,2019,38999,145.0,30.4,0,0,0,1,1,0,0,0
1112,2019,28799,145.0,44.8,0,0,0,1,1,0,0,0
1113,2017,22995,145.0,67.3,1,0,0,0,0,0,0,1
1114,2019,24999,145.0,47.1,0,0,0,1,0,0,0,1
1115,2019,24999,145.0,45.6,0,0,0,1,1,0,0,0
1116,2017,23295,125.0,58.9,1,0,0,0,1,0,0,0
1117,2019,31995,145.0,57.7,1,0,0,0,0,0,0,1
1118,2019,28999,145.0,56.5,1,0,0,0,0,0,0,1
1119,2016,21133,30.0,65.7,1,0,0,0,0,0,0,1
1120,2019,31990,145.0,46.3,0,0,0,1,1,0,0,0
1121,2019,34790,145.0,61.4,1,0,0,0,1,0,0,0
1122,2019,23499,145.0,44.1,0,0,0,1,1,0,0,0
1123,2018,27991,150.0,65.7,1,0,0,0,0,0,0,1
1124,2019,36791,145.0,64.2,1,0,0,0,1,0,0,0
1125,2019,33790,145.0,47.1,0,0,0,1,1,0,0,0
1126,2019,39790,145.0,61.4,1,0,0,0,1,0,0,0
1127,2019,36791,145.0,46.3,0,0,0,1,1,0,0,0
1128,2016,21991,125.0,60.1,1,0,0,0,0,0,0,1
1129,2019,23410,145.0,44.1,0,0,0,1,0,0,0,1
1130,2019,23250,145.0,44.1,0,0,0,1,0,0,0,1
1131,2020,39991,145.0,55.4,1,0,0,0,0,0,0,1
1132,2017,22052,30.0,64.2,1,0,0,0,1,0,0,0
1133,2017,22495,145.0,61.4,1,0,0,0,0,0,0,1
1134,2019,25995,145.0,60.1,1,0,0,0,0,0,0,1
1135,2019,23900,145.0,44.1,0,0,0,1,0,0,0,1
1136,2019,29900,145.0,44.1,0,0,0,1,0,0,0,1
1137,2019,39400,145.0,30.4,0,0,0,1,0,0,0,1
1138,2019,27400,145.0,56.5,1,0,0,0,0,0,0,1
1139,2019,32900,145.0,44.1,0,0,0,1,0,0,0,1
1140,2020,34900,145.0,44.1,0,0,0,1,0,0,0,1
1141,2016,15900,20.0,70.6,1,0,0,0,0,1,0,0
1142,2018,20690,145.0,48.7,0,0,0,1,0,0,0,1
1143,2019,29775,145.0,56.5,1,0,0,0,0,0,0,1
1144,2019,22956,145.0,58.9,1,0,0,0,1,0,0,0
1145,2019,27992,145.0,55.4,1,0,0,0,0,0,0,1
1146,2019,25316,145.0,44.1,0,0,0,1,0,0,0,1
1147,2019,27086,145.0,54.3,1,0,0,0,0,0,0,1
1148,2019,27776,145.0,61.4,1,0,0,0,0,0,0,1
1149,2017,18491,145.0,50.4,0,0,0,1,0,0,0,1
1150,2019,30181,145.0,55.4,1,0,0,0,1,0,0,0
1151,2018,23480,145.0,40.4,0,0,0,1,1,0,0,0
1152,2019,22678,145.0,61.4,1,0,0,0,1,0,0,0
1153,2019,29480,145.0,44.1,0,0,0,1,0,0,0,1
1154,2018,24546,145.0,58.9,1,0,0,0,1,0,0,0
1155,2019,24295,145.0,45.6,0,0,0,1,1,0,0,0
1156,2017,19995,125.0,61.4,1,0,0,0,0,0,0,1
1157,2017,22995,150.0,67.3,1,0,0,0,0,0,0,1
1158,2019,26076,145.0,61.4,1,0,0,0,0,0,0,1
1159,2018,27872,145.0,57.7,1,0,0,0,0,0,0,1
1160,2018,21342,145.0,44.1,0,0,0,1,0,0,0,1
1161,2019,25980,145.0,64.2,1,0,0,0,0,0,0,1
1162,2019,26280,145.0,51.4,1,0,0,0,0,0,0,1
1163,2019,26795,145.0,55.4,1,0,0,0,0,0,0,1
1164,2020,33995,145.0,64.2,1,0,0,0,0,0,0,1
1165,2019,25400,145.0,45.6,0,0,0,1,0,0,0,1
1166,2019,22900,145.0,46.3,0,0,0,1,0,0,0,1
1167,2020,33400,145.0,64.2,1,0,0,0,0,0,0,1
1168,2019,28900,145.0,43.5,0,0,0,1,0,0,0,1
1169,2018,22900,145.0,60.1,1,0,0,0,0,0,0,1
1170,2019,29995,150.0,42.2,0,0,0,1,0,0,0,1
1171,2019,30910,145.0,55.4,1,0,0,0,0,0,0,1
1172,2017,20991,2.1,74.3,0,1,0,0,0,0,0,1
1173,2017,24132,145.0,58.9,1,0,0,0,0,0,0,1
1174,2019,36991,145.0,64.2,1,0,0,0,1,0,0,0
1175,2019,28706,145.0,60.1,1,0,0,0,0,0,0,1
1176,2017,25402,145.0,42.2,0,0,0,1,0,0,0,1
1177,2015,22402,20.0,67.3,1,0,0,0,0,0,0,1
1178,2017,23952,145.0,58.9,1,0,0,0,1,0,0,0
1179,2016,17443,125.0,60.1,1,0,0,0,0,0,0,1
1180,2018,18700,145.0,60.1,1,0,0,0,0,0,0,1
1181,2019,25446,145.0,47.1,0,0,0,1,1,0,0,0
1182,2019,22444,145.0,45.6,0,0,0,1,1,0,0,0
1183,2016,31342,260.0,35.3,0,0,0,1,1,0,0,0
1184,2017,23056,145.0,65.7,1,0,0,0,1,0,0,0
1185,2015,16732,30.0,64.2,1,0,0,0,1,0,0,0
1186,2018,22805,145.0,67.3,1,0,0,0,1,0,0,0
1187,2017,21700,145.0,60.1,1,0,0,0,0,0,0,1
1188,2016,30480,300.0,34.5,0,0,0,1,0,0,0,1
1189,2020,47980,145.0,29.7,0,0,0,1,0,0,0,1
1190,2018,22498,145.0,60.1,1,0,0,0,0,0,0,1
1191,2016,16452,30.0,61.4,1,0,0,0,0,0,0,1
1192,2018,23781,145.0,47.1,0,0,0,1,0,0,0,1
1193,2015,19995,30.0,62.8,1,0,0,0,0,0,0,1
1194,2018,34995,150.0,35.3,0,0,0,1,0,0,0,1
1195,2017,43082,325.0,31.7,0,0,0,1,1,0,0,0
1196,2017,19000,145.0,64.2,1,0,0,0,0,0,0,1
1197,2014,12900,160.0,44.8,0,0,0,1,0,0,0,1
1198,2017,21998,145.0,61.4,1,0,0,0,0,0,0,1
1199,2019,26998,145.0,56.5,1,0,0,0,0,0,0,1
1200,2014,14498,20.0,64.2,1,0,0,0,0,0,0,1
1201,2015,17998,30.0,64.2,1,0,0,0,0,0,0,1
1202,2017,18298,145.0,64.2,1,0,0,0,0,0,0,1
1203,2016,19998,0.0,134.5,0,1,0,0,0,0,0,1
1204,2018,16498,150.0,64.2,1,0,0,0,0,0,0,1
1205,2017,37946,300.0,32.8,0,0,0,1,1,0,0,0
1206,2016,13412,125.0,53.3,0,0,0,1,0,0,0,1
1207,2017,22597,145.0,65.7,1,0,0,0,0,0,0,1
1208,2015,16270,145.0,49.6,0,0,0,1,1,0,0,0
1209,2017,22162,20.0,67.3,1,0,0,0,0,0,0,1
1210,2017,17681,145.0,51.4,0,0,0,1,0,0,0,1
1211,2017,33322,300.0,34.5,0,0,0,1,0,0,0,1
1212,2019,26356,145.0,61.4,1,0,0,0,0,0,0,1
1213,2014,14990,125.0,60.1,1,0,0,0,0,0,0,1
1214,2015,14490,20.0,64.2,1,0,0,0,0,0,0,1
1215,2016,13680,20.0,70.6,1,0,0,0,0,1,0,0
1216,2019,23490,145.0,61.4,1,0,0,0,0,0,0,1
1217,2017,20990,150.0,61.4,1,0,0,0,0,0,0,1
1218,2018,20490,150.0,49.6,0,0,0,1,0,0,0,1
1219,2017,18990,30.0,64.2,1,0,0,0,0,0,0,1
1220,2019,24490,150.0,64.2,1,0,0,0,0,0,0,1
1221,2016,20990,150.0,49.6,0,0,0,1,0,0,0,1
1222,2019,31890,145.0,44.1,0,0,0,1,1,0,0,0
1223,2019,29890,145.0,54.3,1,0,0,0,1,0,0,0
1224,2019,33490,145.0,55.4,1,0,0,0,0,0,0,1
1225,2016,24950,20.0,67.3,1,0,0,0,0,0,0,1
1226,2017,23450,125.0,61.4,1,0,0,0,1,0,0,0
1227,2016,19440,0.0,134.5,0,1,0,0,0,0,0,1
1228,2017,19945,145.0,64.2,1,0,0,0,0,0,0,1
1229,2019,34255,145.0,44.1,0,0,0,1,0,0,0,1
1230,2019,26750,145.0,44.1,0,0,0,1,1,0,0,0
1231,2019,29450,145.0,61.4,1,0,0,0,1,0,0,0
1232,2016,11525,125.0,53.3,0,0,0,1,0,1,0,0
1233,2019,23254,145.0,61.4,1,0,0,0,1,0,0,0
1234,2017,20495,145.0,48.7,0,0,0,1,1,0,0,0
1235,2015,17435,125.0,60.1,1,0,0,0,1,0,0,0
1236,2016,23060,125.0,61.4,1,0,0,0,0,0,0,1
1237,2016,18498,0.0,134.5,0,1,0,0,0,0,0,1
1238,2016,14998,0.0,78.5,0,1,0,0,0,0,0,1
1239,2016,15495,0.0,134.5,0,1,0,0,1,0,0,0
1240,2013,11900,160.0,44.8,0,0,0,1,0,0,0,1
1241,2019,44000,145.0,29.7,0,0,0,1,0,0,0,1
1242,2019,30500,145.0,61.4,1,0,0,0,0,0,0,1
1243,2016,17450,30.0,64.2,1,0,0,0,0,0,0,1
1244,2016,10749,20.0,65.7,1,0,0,0,0,1,0,0
1245,2015,13999,20.0,68.9,1,0,0,0,0,1,0,0
1246,2019,28480,145.0,54.3,1,0,0,0,0,0,0,1
1247,2019,28480,145.0,46.3,0,0,0,1,0,0,0,1
1248,2019,29480,145.0,47.1,0,0,0,1,0,0,0,1
1249,2019,26480,145.0,61.4,1,0,0,0,0,0,0,1
1250,2019,25980,145.0,47.1,0,0,0,1,0,0,0,1
1251,2019,26980,145.0,61.4,1,0,0,0,0,0,0,1
1252,2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
1253,2018,19980,145.0,61.4,1,0,0,0,0,0,0,1
1254,2019,27980,145.0,60.1,1,0,0,0,0,0,0,1
1255,2018,24600,145.0,61.4,1,0,0,0,0,0,0,1
1256,2019,23480,145.0,61.4,1,0,0,0,0,0,0,1
1257,2016,16690,30.0,65.7,1,0,0,0,0,0,0,1
1258,2019,23799,145.0,45.6,0,0,0,1,1,0,0,0
1259,2018,21299,150.0,60.1,1,0,0,0,0,0,0,1
1260,2017,19795,30.0,64.2,1,0,0,0,0,0,0,1
1261,2017,19995,145.0,48.7,0,0,0,1,0,0,0,1
1262,2016,15429,30.0,65.7,1,0,0,0,0,0,0,1
1263,2019,29495,145.0,64.2,1,0,0,0,1,0,0,0
1264,2016,21995,30.0,64.2,1,0,0,0,0,0,0,1
1265,2019,26995,145.0,64.2,1,0,0,0,0,0,0,1
1266,2014,16999,30.0,64.2,1,0,0,0,0,0,0,1
1267,2015,18799,30.0,64.2,1,0,0,0,0,0,0,1
1268,2014,13490,30.0,64.2,1,0,0,0,0,0,0,1
1269,2013,9990,145.0,56.5,1,0,0,0,0,0,0,1
1270,2017,18490,150.0,61.4,1,0,0,0,0,0,0,1
1271,2013,9990,145.0,56.5,1,0,0,0,0,0,0,1
1272,2014,13490,30.0,64.2,1,0,0,0,0,0,0,1
1273,2019,40000,145.0,30.4,0,0,0,1,0,0,0,1
1274,2019,29980,145.0,47.1,0,0,0,1,0,0,0,1
1275,2019,24680,145.0,45.6,0,0,0,1,0,0,0,1
1276,2019,20980,145.0,61.4,1,0,0,0,0,0,0,1
1277,2019,27000,145.0,44.1,0,0,0,1,0,0,0,1
1278,2019,22980,145.0,44.1,0,0,0,1,0,0,0,1
1279,2018,33980,145.0,35.3,0,0,0,1,0,0,0,1
1280,2017,14690,30.0,65.7,1,0,0,0,0,1,0,0
1281,2019,29496,145.0,54.3,1,0,0,0,1,0,0,0
1282,2019,23995,145.0,45.6,0,0,0,1,0,0,0,1
1283,2019,25799,145.0,47.1,0,0,0,1,1,0,0,0
1284,2019,30899,145.0,46.3,0,0,0,1,1,0,0,0
1285,2019,28499,145.0,47.1,0,0,0,1,1,0,0,0
1286,2019,29499,145.0,51.4,1,0,0,0,1,0,0,0
1287,2019,30799,145.0,46.3,0,0,0,1,1,0,0,0
1288,2019,31999,145.0,51.4,1,0,0,0,1,0,0,0
