,year,price,engine_size,mileage,Diesel,Hybrid,otherFuel,Petrol,Automatic,Manual,otherTransmission,Semi-Auto
428,2016,19995,30.0,64.2,1,0,0,0,0,0,0,1
429,2017,23495,30.0,65.7,1,0,0,0,0,0,0,1
430,2016,15490,30.0,65.7,1,0,0,0,0,0,0,1
431,2017,17000,145.0,64.2,1,0,0,0,0,0,0,1
432,2017,16402,125.0,53.3,0,0,0,1,1,0,0,0
433,2019,20682,145.0,64.2,1,0,0,0,1,0,0,0
434,2018,29232,145.0,54.3,1,0,0,0,0,0,0,1
435,2015,14698,125.0,52.3,0,0,0,1,0,0,0,1
436,2014,14288,30.0,64.2,1,0,0,0,0,0,0,1
437,2018,18265,145.0,64.2,1,0,0,0,0,0,0,1
438,2014,15971,125.0,52.3,0,0,0,1,0,0,0,1
439,2017,19465,145.0,47.9,0,0,0,1,1,0,0,0
440,2017,16210,145.0,64.2,1,0,0,0,0,0,0,1
441,2016,16990,30.0,64.2,1,0,0,0,0,0,0,1
442,2017,20990,150.0,48.7,0,0,0,1,0,0,0,1
443,2016,17699,125.0,52.3,0,0,0,1,0,0,0,1
444,2017,18495,145.0,61.4,1,0,0,0,0,0,0,1
445,2019,28995,145.0,46.3,0,0,0,1,0,0,0,1
446,2016,14495,30.0,64.2,1,0,0,0,1,0,0,0
447,2014,13950,20.0,64.2,1,0,0,0,0,0,0,1
448,2014,12750,30.0,62.8,1,0,0,0,0,0,0,1
449,2016,19495,0.0,74.3,0,1,0,0,1,0,0,0
450,2016,18995,30.0,64.2,1,0,0,0,0,0,0,1
451,2018,19950,145.0,64.2,1,0,0,0,0,0,0,1
452,2017,19498,30.0,60.1,1,0,0,0,0,0,0,1
453,2014,16360,30.0,64.2,1,0,0,0,0,0,0,1
454,2017,16767,145.0,64.2,1,0,0,0,1,0,0,0
455,2014,10190,150.0,56.5,1,0,0,0,0,0,0,1
456,2018,19298,2.0,134.5,0,1,0,0,0,0,0,1
457,2015,15998,30.0,64.2,1,0,0,0,0,0,0,1
458,2016,15998,30.0,65.7,1,0,0,0,0,0,0,1
459,2017,24698,150.0,67.3,1,0,0,0,0,0,0,1
460,2016,14398,20.0,65.7,1,0,0,0,0,0,0,1
461,2014,15998,125.0,60.1,1,0,0,0,0,0,0,1
462,2018,19950,145.0,64.2,1,0,0,0,0,0,0,1
463,2014,11149,145.0,56.5,1,0,0,0,0,0,0,1
464,2018,17990,145.0,48.7,0,0,0,1,0,0,0,1
465,2017,16490,20.0,65.7,1,0,0,0,0,0,0,1
466,2017,18450,2.0,134.5,0,1,0,0,0,0,0,1
467,2015,11850,145.0,53.3,1,0,0,0,0,0,0,1
468,2017,16350,30.0,64.2,1,0,0,0,0,0,0,1
469,2015,10477,125.0,53.3,0,0,0,1,0,0,0,1
470,2018,18998,145.0,50.4,0,0,0,1,0,0,0,1
471,2016,15870,30.0,62.8,1,0,0,0,1,0,0,0
472,2016,16700,30.0,64.2,1,0,0,0,1,0,0,0
473,2017,19502,145.0,49.6,0,0,0,1,0,0,0,1
474,2019,28332,145.0,56.5,1,0,0,0,1,0,0,0
475,2016,17992,20.0,64.2,1,0,0,0,0,0,0,1
476,2019,49280,145.0,28.5,0,0,0,1,1,0,0,0
477,2019,28810,145.0,55.4,1,0,0,0,1,0,0,0
478,2019,30000,145.0,44.1,0,0,0,1,1,0,0,0
479,2015,17901,125.0,52.3,0,0,0,1,0,0,0,1
480,2017,19971,145.0,58.9,1,0,0,0,0,0,0,1
481,2018,26281,145.0,67.3,1,0,0,0,0,0,0,1
482,2017,17791,150.0,64.2,1,0,0,0,0,0,0,1
483,2016,16998,0.0,76.4,0,1,0,0,1,0,0,0
484,2014,14498,20.0,64.2,1,0,0,0,0,0,0,1
485,2016,16998,30.0,64.2,1,0,0,0,0,0,0,1
486,2015,16990,125.0,52.3,0,0,0,1,1,0,0,0
487,2016,19798,125.0,60.1,1,0,0,0,0,0,0,1
488,2016,16998,125.0,53.3,0,0,0,1,0,0,0,1
489,2017,16750,145.0,65.7,1,0,0,0,0,0,0,1
490,2015,12880,145.0,53.3,1,0,0,0,0,0,0,1
491,2017,18660,145.0,61.4,1,0,0,0,0,0,0,1
492,2016,17990,30.0,64.2,1,0,0,0,0,0,0,1
493,2018,25882,145.0,58.9,1,0,0,0,1,0,0,0
494,2019,29046,145.0,61.4,1,0,0,0,1,0,0,0
495,2019,26256,145.0,61.4,1,0,0,0,0,0,0,1
496,2017,20498,145.0,64.2,1,0,0,0,0,0,0,1
497,2013,11298,165.0,44.8,0,0,0,1,0,0,0,1
498,2017,16500,145.0,64.2,1,0,0,0,0,0,0,1
499,2014,16990,145.0,49.6,0,0,0,1,0,0,0,1
500,2017,25232,145.0,58.9,1,0,0,0,1,0,0,0
501,2018,30022,145.0,54.3,1,0,0,0,1,0,0,0
502,2016,15952,20.0,64.2,1,0,0,0,1,0,0,0
503,2015,15542,30.0,62.8,1,0,0,0,0,0,0,1
504,2019,39995,150.0,29.4,0,0,0,1,0,0,0,1
505,2019,25995,145.0,56.5,1,0,0,0,0,0,0,1
506,2019,26995,145.0,44.1,0,0,0,1,0,0,0,1
507,2016,17950,30.0,64.2,1,0,0,0,1,0,0,0
508,2017,15267,125.0,53.3,0,0,0,1,0,1,0,0
509,2016,18247,0.0,134.5,0,1,0,0,1,0,0,0
510,2016,15067,20.0,70.6,1,0,0,0,0,1,0,0
511,2015,13917,125.0,52.3,0,0,0,1,1,0,0,0
512,2015,15990,125.0,52.3,0,0,0,1,1,0,0,0
513,2016,18833,30.0,64.2,1,0,0,0,1,0,0,0
514,2019,28980,145.0,61.4,1,0,0,0,1,0,0,0
515,2020,28220,145.0,54.3,1,0,0,0,0,0,0,1
516,2017,23572,150.0,58.9,1,0,0,0,1,0,0,0
517,2017,14702,145.0,53.3,0,0,0,1,0,1,0,0
518,2019,20495,145.0,61.4,1,0,0,0,0,0,0,1
519,2016,18495,0.0,74.3,0,1,0,0,0,0,0,1
520,2017,15495,125.0,51.4,0,0,0,1,0,1,0,0
521,2017,30995,145.0,34.0,0,0,0,1,1,0,0,0
522,2017,25995,145.0,54.3,1,0,0,0,1,0,0,0
523,2019,23995,145.0,44.1,0,0,0,1,0,0,0,1
524,2019,25495,145.0,60.1,1,0,0,0,0,0,0,1
525,2019,26495,145.0,56.5,1,0,0,0,0,0,0,1
526,2016,17995,30.0,61.4,1,0,0,0,0,0,0,1
527,2017,20981,145.0,53.3,0,0,0,1,0,1,0,0
528,2019,33530,145.0,30.4,0,0,0,1,1,0,0,0
529,2017,22532,145.0,47.1,0,0,0,1,0,0,0,1
530,2019,27036,145.0,61.4,1,0,0,0,1,0,0,0
531,2019,30236,145.0,44.1,0,0,0,1,1,0,0,0
532,2018,25298,145.0,47.1,0,0,0,1,0,0,0,1
533,2017,25498,145.0,67.3,1,0,0,0,1,0,0,0
534,2016,21698,0.0,134.5,0,1,0,0,0,0,0,1
535,2015,15790,125.0,50.4,0,0,0,1,0,0,0,1
536,2017,33000,145.0,35.3,0,0,0,1,0,0,0,1
537,2016,16998,30.0,65.7,1,0,0,0,0,0,0,1
538,2017,20612,30.0,64.2,1,0,0,0,0,0,0,1
539,2016,18211,30.0,64.2,1,0,0,0,0,0,0,1
540,2019,49780,145.0,28.5,0,0,0,1,1,0,0,0
541,2016,26495,260.0,35.8,0,0,0,1,0,0,0,1
542,2017,20680,145.0,58.9,1,0,0,0,0,0,0,1
543,2017,16299,145.0,64.2,1,0,0,0,1,0,0,0
544,2019,27998,145.0,61.4,1,0,0,0,0,0,0,1
545,2017,18240,0.0,134.5,0,1,0,0,0,0,0,1
546,2017,22792,145.0,48.7,0,0,0,1,0,0,0,1
547,2019,24000,145.0,44.1,0,0,0,1,0,0,0,1
548,2019,30980,145.0,46.3,0,0,0,1,0,0,0,1
549,2017,18231,145.0,50.4,0,0,0,1,0,0,0,1
550,2014,14601,125.0,60.1,1,0,0,0,0,0,0,1
551,2019,28887,145.0,57.7,1,0,0,0,1,0,0,0
552,2018,23247,145.0,61.4,1,0,0,0,1,0,0,0
553,2017,22720,145.0,67.3,1,0,0,0,1,0,0,0
554,2017,18115,145.0,50.4,0,0,0,1,0,0,0,1
555,2019,28429,145.0,54.3,1,0,0,0,0,0,0,1
556,2020,32480,145.0,64.2,1,0,0,0,0,0,0,1
557,2019,41500,145.0,30.4,0,0,0,1,0,0,0,1
558,2016,20480,30.0,64.2,1,0,0,0,0,0,0,1
559,2016,21000,30.0,64.2,1,0,0,0,0,0,0,1
560,2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
561,2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
562,2016,19750,30.0,64.2,1,0,0,0,0,0,0,1
563,2020,39995,145.0,44.1,0,0,0,1,0,0,0,1
564,2020,37995,145.0,46.3,0,0,0,1,0,0,0,1
565,2020,69995,145.0,28.0,0,0,0,1,0,0,0,1
566,2020,31995,145.0,58.9,1,0,0,0,0,0,0,1
567,2019,38995,150.0,29.7,0,0,0,1,0,0,0,1
568,2019,59995,150.0,28.0,0,0,0,1,0,0,0,1
569,2017,15280,145.0,72.4,1,0,0,0,0,1,0,0
570,2017,35420,150.0,34.5,0,0,0,1,0,0,0,1
571,2017,17980,30.0,64.2,1,0,0,0,0,0,0,1
572,2016,16890,30.0,64.2,1,0,0,0,0,0,0,1
573,2020,36990,145.0,42.2,0,0,0,1,0,0,0,1
574,2016,14750,20.0,65.7,1,0,0,0,1,0,0,0
575,2016,20365,145.0,49.6,0,0,0,1,0,0,0,1
576,2016,21505,125.0,61.4,1,0,0,0,1,0,0,0
577,2018,24791,145.0,44.1,0,0,0,1,0,0,0,1
578,2015,16581,20.0,64.2,1,0,0,0,0,0,0,1
579,2019,27810,145.0,61.4,1,0,0,0,1,0,0,0
580,2018,28750,145.0,54.3,1,0,0,0,1,0,0,0
581,2017,26790,145.0,40.9,0,0,0,1,1,0,0,0
582,2016,17981,30.0,64.2,1,0,0,0,0,0,0,1
583,2019,29890,145.0,44.1,0,0,0,1,1,0,0,0
584,2019,24980,145.0,60.1,1,0,0,0,1,0,0,0
585,2015,19990,30.0,64.2,1,0,0,0,0,0,0,1
586,2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
587,2019,24980,145.0,47.9,0,0,0,1,0,0,0,1
588,2016,20995,20.0,67.3,1,0,0,0,1,0,0,0
589,2017,21630,145.0,67.3,1,0,0,0,1,0,0,0
590,2014,12262,145.0,53.3,1,0,0,0,0,0,0,1
591,2020,29880,145.0,64.2,1,0,0,0,0,0,0,1
592,2016,22790,145.0,49.6,0,0,0,1,0,0,0,1
593,2016,16657,20.0,65.7,1,0,0,0,0,0,0,1
594,2019,27480,145.0,64.2,1,0,0,0,1,0,0,0
595,2019,20980,145.0,61.4,1,0,0,0,0,0,0,1
596,2016,18280,30.0,64.2,1,0,0,0,0,0,0,1
597,2019,26480,145.0,61.4,1,0,0,0,0,0,0,1
598,2018,21000,145.0,64.2,1,0,0,0,0,0,0,1
599,2019,27980,145.0,64.2,1,0,0,0,0,0,0,1
600,2019,28480,145.0,56.5,1,0,0,0,0,0,0,1
601,2018,24480,145.0,58.9,1,0,0,0,0,0,0,1
602,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
603,2015,17790,20.0,64.2,1,0,0,0,1,0,0,0
604,2015,14690,30.0,64.2,1,0,0,0,0,0,0,1
605,2018,22991,145.0,67.3,1,0,0,0,0,0,0,1
606,2017,20150,125.0,60.1,1,0,0,0,0,0,0,1
607,2019,28290,145.0,64.2,1,0,0,0,1,0,0,0
608,2017,20091,150.0,61.4,1,0,0,0,0,0,0,1
609,2016,17498,0.0,76.4,0,1,0,0,0,0,0,1
610,2015,10998,20.0,68.9,1,0,0,0,0,1,0,0
611,2016,15798,20.0,64.2,1,0,0,0,0,0,0,1
612,2017,16495,30.0,65.7,1,0,0,0,0,0,0,1
613,2019,41070,145.0,29.4,0,0,0,1,1,0,0,0
614,2016,17822,20.0,64.2,1,0,0,0,0,0,0,1
615,2019,43990,2.0,217.3,0,1,0,0,1,0,0,0
616,2019,38610,145.0,29.1,0,0,0,1,1,0,0,0
617,2019,34990,145.0,54.3,1,0,0,0,1,0,0,0
618,2017,20022,30.0,64.2,1,0,0,0,0,0,0,1
619,2017,17313,125.0,53.3,0,0,0,1,1,0,0,0
620,2017,24352,20.0,67.3,1,0,0,0,1,0,0,0
621,2017,18372,145.0,50.4,0,0,0,1,0,0,0,1
622,2015,16592,20.0,64.2,1,0,0,0,0,0,0,1
623,2019,22156,145.0,44.1,0,0,0,1,1,0,0,0
624,2017,17282,145.0,64.2,1,0,0,0,0,0,0,1
625,2019,31716,145.0,54.3,1,0,0,0,0,0,0,1
626,2017,22852,145.0,67.3,1,0,0,0,0,0,0,1
627,2015,15212,20.0,64.2,1,0,0,0,0,0,0,1
628,2016,20092,30.0,61.4,1,0,0,0,0,0,0,1
629,2017,23572,145.0,58.9,1,0,0,0,1,0,0,0
630,2019,28896,145.0,61.4,1,0,0,0,1,0,0,0
631,2019,30516,145.0,44.1,0,0,0,1,1,0,0,0
632,2019,23206,145.0,61.4,1,0,0,0,1,0,0,0
633,2019,27826,145.0,44.1,0,0,0,1,1,0,0,0
634,2016,25532,160.0,44.1,0,0,0,1,1,0,0,0
635,2018,25812,145.0,67.3,1,0,0,0,0,0,0,1
636,2018,22480,145.0,58.9,1,0,0,0,0,0,0,1
637,2015,10397,20.0,65.7,1,0,0,0,0,1,0,0
638,2017,33202,145.0,34.0,0,0,0,1,1,0,0,0
639,2018,27622,145.0,44.1,0,0,0,1,0,0,0,1
640,2015,12672,20.0,70.6,1,0,0,0,0,1,0,0
641,2015,13898,125.0,53.3,0,0,0,1,0,1,0,0
642,2017,18498,0.0,134.5,0,1,0,0,0,0,0,1
643,2019,24998,145.0,58.9,1,0,0,0,0,0,0,1
644,2016,16009,30.0,64.2,1,0,0,0,1,0,0,0
645,2017,13980,150.0,53.3,0,0,0,1,0,1,0,0
646,2017,14980,20.0,68.9,1,0,0,0,0,1,0,0
647,2017,18830,0.0,134.5,0,1,0,0,0,0,0,1
648,2017,19250,0.0,134.5,0,1,0,0,0,0,0,1
649,2014,13251,20.0,64.2,1,0,0,0,0,0,0,1
650,2015,13390,0.0,76.4,0,1,0,0,1,0,0,0
651,2017,17230,145.0,41.5,0,0,0,1,0,0,0,1
652,2019,28480,145.0,44.1,0,0,0,1,0,0,0,1
653,2019,29480,145.0,44.1,0,0,0,1,0,0,0,1
654,2019,42000,145.0,30.4,0,0,0,1,0,0,0,1
655,2019,50981,145.0,29.1,0,0,0,1,1,0,0,0
656,2015,17712,30.0,64.2,1,0,0,0,0,0,0,1
657,2019,39290,145.0,30.4,0,0,0,1,0,0,0,1
658,2017,27462,145.0,44.1,0,0,0,1,1,0,0,0
659,2020,39981,145.0,57.7,1,0,0,0,0,0,0,1
660,2017,34981,300.0,33.6,0,0,0,1,0,0,0,1
661,2018,19902,145.0,62.8,1,0,0,0,0,0,0,1
662,2019,31040,145.0,64.2,1,0,0,0,0,0,0,1
663,2019,20482,145.0,46.3,0,0,0,1,0,0,0,1
664,2019,26056,145.0,46.3,0,0,0,1,0,0,0,1
665,2015,10610,20.0,70.6,1,0,0,0,0,1,0,0
666,2017,14965,30.0,64.2,1,0,0,0,0,0,0,1
667,2016,19490,30.0,64.2,1,0,0,0,0,0,0,1
668,2016,14700,30.0,64.2,1,0,0,0,1,0,0,0
669,2016,13200,30.0,65.7,1,0,0,0,0,1,0,0
670,2014,13100,30.0,64.2,1,0,0,0,0,0,0,1
671,2013,10404,160.0,46.3,0,0,0,1,0,0,0,1
672,2017,24998,145.0,67.3,1,0,0,0,0,0,0,1
673,2019,23991,145.0,64.2,1,0,0,0,0,0,0,1
674,2017,23981,150.0,61.4,1,0,0,0,0,0,0,1
675,2016,14981,30.0,65.7,1,0,0,0,0,0,0,1
676,2014,15981,30.0,64.2,1,0,0,0,0,0,0,1
677,2018,25302,150.0,61.4,1,0,0,0,0,0,0,1
678,2017,34981,150.0,35.3,0,0,0,1,0,0,0,1
679,2017,16481,20.0,65.7,1,0,0,0,0,0,0,1
680,2019,59830,145.0,28.5,0,0,0,1,1,0,0,0
681,2016,17902,30.0,64.2,1,0,0,0,0,0,0,1
682,2019,29592,145.0,43.5,0,0,0,1,1,0,0,0
683,2017,18970,145.0,64.2,1,0,0,0,1,0,0,0
684,2016,21870,20.0,67.3,1,0,0,0,0,0,0,1
685,2015,16260,20.0,64.2,1,0,0,0,0,0,0,1
686,2015,15480,20.0,68.9,1,0,0,0,0,1,0,0
687,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
688,2019,29000,145.0,44.1,0,0,0,1,0,0,0,1
689,2019,23980,145.0,45.6,0,0,0,1,0,0,0,1
690,2019,25980,145.0,61.4,1,0,0,0,0,0,0,1
691,2019,25980,145.0,61.4,1,0,0,0,0,0,0,1
692,2019,29500,145.0,44.1,0,0,0,1,0,0,0,1
693,2017,18480,145.0,64.2,1,0,0,0,0,0,0,1
694,2018,27980,145.0,57.7,1,0,0,0,0,0,0,1
695,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
696,2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
697,2016,19000,30.0,64.2,1,0,0,0,0,0,0,1
698,2020,28490,145.0,64.2,1,0,0,0,0,0,0,1
699,2017,16791,145.0,61.4,1,0,0,0,0,0,0,1
700,2016,17148,30.0,64.2,1,0,0,0,1,0,0,0
701,2016,17491,30.0,64.2,1,0,0,0,0,0,0,1
702,2019,28480,145.0,57.7,1,0,0,0,1,0,0,0
703,2019,28990,145.0,55.4,1,0,0,0,1,0,0,0
704,2019,35740,145.0,29.7,0,0,0,1,0,0,0,1
705,2019,28351,145.0,55.4,1,0,0,0,1,0,0,0
706,2018,28652,145.0,44.1,0,0,0,1,1,0,0,0
707,2017,21991,30.0,64.2,1,0,0,0,0,0,0,1
708,2017,49991,150.0,31.7,0,0,0,1,1,0,0,0
709,2020,33111,150.0,64.2,1,0,0,0,0,0,0,1
710,2019,34070,145.0,53.3,1,0,0,0,1,0,0,0
711,2018,23022,145.0,61.4,1,0,0,0,1,0,0,0
712,2019,53991,145.0,29.7,0,0,0,1,1,0,0,0
713,2017,20836,2.1,74.3,0,1,0,0,1,0,0,0
714,2019,26530,145.0,60.1,1,0,0,0,1,0,0,0
715,2019,25830,145.0,60.1,1,0,0,0,1,0,0,0
716,2016,18340,30.0,65.7,1,0,0,0,0,1,0,0
717,2017,20340,30.0,64.2,1,0,0,0,0,0,0,1
718,2017,19980,30.0,64.2,1,0,0,0,0,0,0,1
719,2019,26550,145.0,64.2,1,0,0,0,1,0,0,0
720,2018,21430,145.0,64.2,1,0,0,0,0,0,0,1
721,2018,24810,145.0,67.3,1,0,0,0,0,0,0,1
722,2020,28590,145.0,54.3,1,0,0,0,0,0,0,1
723,2015,13500,30.0,65.7,1,0,0,0,0,0,0,1
724,2015,17000,2.0,17222.0,0,0,0,1,1,0,0,0
725,2014,16964,30.0,64.2,1,0,0,0,1,0,0,0
726,2018,22680,145.0,67.3,1,0,0,0,1,0,0,0
727,2017,18995,0.0,134.5,0,1,0,0,0,0,0,1
728,2017,16995,30.0,65.7,1,0,0,0,0,0,0,1
729,2017,13610,125.0,53.3,0,0,0,1,0,1,0,0
730,2016,16000,20.0,70.6,1,0,0,0,0,1,0,0
731,2020,31480,145.0,64.2,1,0,0,0,0,0,0,1
732,2017,21000,145.0,61.4,1,0,0,0,0,0,0,1
733,2019,31980,145.0,61.4,1,0,0,0,0,0,0,1
734,2019,31000,145.0,55.4,1,0,0,0,0,0,0,1
735,2017,17480,20.0,65.7,1,0,0,0,0,0,0,1
736,2019,31980,145.0,44.1,0,0,0,1,0,0,0,1
737,2019,44980,145.0,29.7,0,0,0,1,0,0,0,1
738,2019,31480,145.0,64.2,1,0,0,0,0,0,0,1
739,2019,30480,145.0,64.2,1,0,0,0,0,0,0,1
740,2019,35980,145.0,61.4,1,0,0,0,0,0,0,1
741,2019,29980,145.0,60.1,1,0,0,0,0,0,0,1
742,2020,32980,145.0,61.4,1,0,0,0,0,0,0,1
743,2019,38500,145.0,30.4,0,0,0,1,0,0,0,1
744,2017,19480,2.0,134.5,0,1,0,0,0,0,0,1
745,2019,66990,145.0,28.0,0,0,0,1,1,0,0,0
746,2017,25172,145.0,44.1,0,0,0,1,1,0,0,0
747,2019,28466,145.0,44.1,0,0,0,1,1,0,0,0
748,2019,30572,145.0,44.1,0,0,0,1,1,0,0,0
749,2019,29782,145.0,44.1,0,0,0,1,1,0,0,0
750,2019,27066,145.0,44.1,0,0,0,1,1,0,0,0
751,2019,20676,145.0,61.4,1,0,0,0,1,0,0,0
752,2019,24306,145.0,61.4,1,0,0,0,0,0,0,1
753,2015,17682,30.0,64.2,1,0,0,0,0,0,0,1
754,2018,29532,145.0,54.3,1,0,0,0,0,0,0,1
755,2017,20480,145.0,64.2,1,0,0,0,0,0,0,1
756,2019,28980,145.0,56.5,1,0,0,0,0,0,0,1
757,2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
758,2017,17980,30.0,64.2,1,0,0,0,0,0,0,1
759,2019,28480,145.0,44.1,0,0,0,1,0,0,0,1
760,2017,24880,145.0,54.3,1,0,0,0,1,0,0,0
761,2020,35980,145.0,55.4,1,0,0,0,0,0,0,1
762,2020,32480,145.0,64.2,1,0,0,0,0,0,0,1
763,2020,22980,145.0,47.1,0,0,0,1,0,1,0,0
764,2020,31980,145.0,64.2,1,0,0,0,0,0,0,1
765,2020,31980,145.0,64.2,1,0,0,0,0,0,0,1
766,2019,31480,145.0,51.4,1,0,0,0,0,0,0,1
767,2019,29980,145.0,46.3,0,0,0,1,0,0,0,1
768,2019,35980,145.0,57.7,1,0,0,0,0,0,0,1
769,2019,31980,145.0,61.4,1,0,0,0,0,0,0,1
770,2019,29980,145.0,56.5,1,0,0,0,0,0,0,1
771,2020,33980,145.0,51.4,1,0,0,0,0,0,0,1
772,2020,29980,150.0,46.3,0,0,0,1,0,0,0,1
773,2017,19980,145.0,64.2,1,0,0,0,0,0,0,1
774,2019,33980,145.0,57.7,1,0,0,0,0,0,0,1
775,2019,31980,145.0,64.2,1,0,0,0,0,0,0,1
776,2019,27500,145.0,46.3,0,0,0,1,0,0,0,1
777,2019,26000,145.0,64.2,1,0,0,0,0,0,0,1
778,2019,31980,145.0,61.4,1,0,0,0,0,0,0,1
779,2019,30980,145.0,54.3,1,0,0,0,0,0,0,1
780,2019,35980,145.0,61.4,1,0,0,0,0,0,0,1
781,2019,32980,145.0,46.3,0,0,0,1,0,0,0,1
782,2019,36980,145.0,61.4,1,0,0,0,1,0,0,0
783,2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
784,2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
785,2017,15980,20.0,68.9,1,0,0,0,0,1,0,0
786,2018,27980,145.0,57.7,1,0,0,0,0,0,0,1
787,2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
788,2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
789,2017,17280,145.0,64.2,1,0,0,0,0,0,0,1
790,2019,27980,145.0,64.2,1,0,0,0,0,0,0,1
791,2018,25480,145.0,46.3,0,0,0,1,0,0,0,1
792,2019,27000,145.0,61.4,1,0,0,0,0,0,0,1
793,2019,20980,145.0,61.4,1,0,0,0,0,0,0,1
794,2019,19980,145.0,64.2,1,0,0,0,0,0,0,1
795,2018,29480,145.0,57.7,1,0,0,0,0,0,0,1
796,2017,45480,145.0,32.8,0,0,0,1,0,0,0,1
797,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
798,2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
799,2019,26500,145.0,45.6,0,0,0,1,0,0,0,1
800,2019,24000,145.0,44.1,0,0,0,1,0,0,0,1
801,2019,29500,145.0,44.1,0,0,0,1,0,0,0,1
802,2019,32980,2.0,7255.0,1,0,0,0,0,0,0,1
803,2017,23980,2.1,15902.0,1,0,0,0,1,0,0,0
804,2019,28980,145.0,44.1,0,0,0,1,0,0,0,1
805,2019,19980,1.5,13891.0,0,0,0,1,0,0,0,1
806,2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
807,2019,29980,145.0,54.3,1,0,0,0,0,0,0,1
808,2019,26980,145.0,47.1,0,0,0,1,0,0,0,1
809,2019,24480,145.0,58.9,1,0,0,0,0,0,0,1
810,2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
811,2019,26000,145.0,45.6,0,0,0,1,0,0,0,1
812,2019,23780,145.0,44.1,0,0,0,1,0,0,0,1
813,2019,25000,145.0,44.1,0,0,0,1,0,0,0,1
814,2019,30980,145.0,57.7,1,0,0,0,0,0,0,1
815,2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
816,2019,29980,145.0,57.7,1,0,0,0,0,0,0,1
817,2020,65980,145.0,28.0,0,0,0,1,0,0,0,1
818,2019,28980,145.0,44.1,0,0,0,1,0,0,0,1
819,2019,67980,145.0,28.0,0,0,0,1,0,0,0,1
820,2019,31980,145.0,46.3,0,0,0,1,0,0,0,1
821,2019,30980,145.0,61.4,1,0,0,0,0,0,0,1
822,2020,30980,145.0,61.4,1,0,0,0,0,0,0,1
823,2019,29480,145.0,56.5,1,0,0,0,0,0,0,1
824,2015,16480,30.0,62.8,1,0,0,0,0,0,0,1
825,2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
826,2014,15894,30.0,64.2,1,0,0,0,0,0,0,1
827,2015,15495,20.0,64.2,1,0,0,0,1,0,0,0
828,2019,28780,145.0,44.1,0,0,0,1,0,0,0,1
829,2016,18480,30.0,64.2,1,0,0,0,0,0,0,1
830,2019,25980,145.0,46.3,0,0,0,1,0,0,0,1
831,2019,26980,145.0,46.3,0,0,0,1,0,0,0,1
832,2019,25980,145.0,46.3,0,0,0,1,0,0,0,1
833,2018,21980,145.0,60.1,1,0,0,0,0,0,0,1
834,2019,31480,145.0,57.7,1,0,0,0,0,0,0,1
835,2018,22680,145.0,61.4,1,0,0,0,0,0,0,1
836,2020,33980,145.0,61.4,1,0,0,0,0,0,0,1
837,2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
838,2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
839,2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
840,2019,24780,145.0,61.4,1,0,0,0,0,0,0,1
841,2019,26780,145.0,61.4,1,0,0,0,0,0,0,1
842,2019,20480,145.0,46.3,0,0,0,1,0,0,0,1
843,2019,25480,145.0,46.3,0,0,0,1,0,0,0,1
844,2015,14000,20.0,68.9,1,0,0,0,0,1,0,0
845,2019,25980,145.0,45.6,0,0,0,1,0,0,0,1
846,2019,20980,145.0,44.1,0,0,0,1,0,0,0,1
847,2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
848,2020,38980,145.0,28.3,0,0,0,1,0,0,0,1
849,2019,26980,145.0,61.4,1,0,0,0,0,0,0,1
850,2019,20480,145.0,46.3,0,0,0,1,0,0,0,1
851,2019,27980,145.0,56.5,1,0,0,0,0,0,0,1
852,2019,29480,145.0,56.5,1,0,0,0,0,0,0,1
853,2019,29480,145.0,54.3,1,0,0,0,0,0,0,1
854,2019,27000,145.0,60.1,1,0,0,0,0,0,0,1
855,2020,32980,145.0,61.4,1,0,0,0,0,0,0,1
856,2019,36980,145.0,61.4,1,0,0,0,0,0,0,1
857,2019,36980,145.0,61.4,1,0,0,0,0,0,0,1
858,2016,20780,20.0,68.9,1,0,0,0,0,0,0,1
859,2019,30980,145.0,57.7,1,0,0,0,0,0,0,1
860,2016,18480,20.0,64.2,1,0,0,0,0,0,0,1
861,2016,15480,20.0,68.9,1,0,0,0,0,1,0,0
862,2017,24995,150.0,58.9,1,0,0,0,1,0,0,0
